,Samlpe,Type,MSI.score,Genes
76,TCGA-PK-A5H8-01,ACC,0.393855477339029,6.41693216335958
77,TCGA-PK-A5H9-01,ACC,0.351289097598875,5.4878851113607
78,TCGA-PK-A5HA-01,ACC,0.380951043625847,5.75846221134139
79,TCGA-PK-A5HB-01,ACC,0.556306784224977,7.53443559199794
80,TCGA-2F-A9KO-01,BLCA,0.408277085153046,6.92619386552147
81,TCGA-2F-A9KP-01,BLCA,0.404249184667338,7.00246310793129
82,TCGA-2F-A9KQ-01,BLCA,0.398459827122383,6.94909807341431
83,TCGA-2F-A9KR-01,BLCA,0.409472403675067,7.27883191232972
84,TCGA-2F-A9KT-01,BLCA,0.412402175364041,7.34743795829233
85,TCGA-2F-A9KW-01,BLCA,0.406645507672003,7.16396166891494
86,TCGA-4Z-AA7M-01,BLCA,0.427391629686718,8.17332275845712
87,TCGA-4Z-AA7N-01,BLCA,0.410341104614087,6.34394303642971
88,TCGA-4Z-AA7O-01,BLCA,0.419107366784361,7.09998955554688
89,TCGA-4Z-AA7Q-01,BLCA,0.420832691801576,6.51641028092637
90,TCGA-4Z-AA7R-01,BLCA,0.432959407276106,8.34170453882729
91,TCGA-4Z-AA7S-01,BLCA,0.402394750500615,7.04999236788232
92,TCGA-4Z-AA7W-01,BLCA,0.410992287220895,6.39480184905167
93,TCGA-4Z-AA7Y-01,BLCA,0.406318970636192,7.33403263345782
94,TCGA-4Z-AA80-01,BLCA,0.415217824888839,7.82081240482562
95,TCGA-4Z-AA81-01,BLCA,0.416731670820911,7.29528032825584
96,TCGA-4Z-AA82-01,BLCA,0.418675712942892,7.01283154291405
97,TCGA-4Z-AA83-01,BLCA,0.402176424979483,6.29532885979101
98,TCGA-4Z-AA84-01,BLCA,0.406754336928712,7.68361410547057
99,TCGA-4Z-AA86-01,BLCA,0.410666732657652,7.47707736000175
100,TCGA-4Z-AA87-01,BLCA,0.428571222085267,6.80768590837727
101,TCGA-4Z-AA89-01,BLCA,0.40718957187911,6.33362636760824
102,TCGA-5N-A9KI-01,BLCA,0.427927927615234,7.22442273912457
103,TCGA-5N-A9KM-01,BLCA,0.423309237242387,5.76355256804408
104,TCGA-BL-A0C8-01,BLCA,0.372060582332161,7.10893407304949
105,TCGA-BL-A13I-01,BLCA,0.416083074208358,7.50859202214039
106,TCGA-BL-A13J-01,BLCA,0.485426827170242,7.32036145720327
107,TCGA-BL-A3JM-01,BLCA,0.421263700854267,7.85958110379049
108,TCGA-BL-A5ZZ-01,BLCA,0.380507819339446,7.15078723382989
109,TCGA-BT-A0S7-01,BLCA,0.352532556672896,7.29223709435988
110,TCGA-BT-A0YX-01,BLCA,0.348685669334387,6.75560667609024
111,TCGA-BT-A20J-01,BLCA,0.367035516155009,5.80084323940929
112,TCGA-BT-A20N-01,BLCA,0.377956633810114,8.46884305168556
