,Samlpe,Type,MSI.score,Genes
1907,TCGA-A6-6137-01,COAD,0.432424976804764,6.80971711298013
1908,TCGA-A6-6138-01,COAD,0.449851865190906,7.65915633696747
1909,TCGA-A6-6140-01,COAD,0.432424976804764,8.13956374594009
1910,TCGA-A6-6141-01,COAD,0.443182266992222,6.89068658513677
1911,TCGA-A6-6142-01,COAD,0.477780928516189,7.38548817799404
1912,TCGA-A6-6648-01,COAD,0.486662893252614,8.03532246859508
1913,TCGA-A6-6649-01,COAD,0.551885103471725,7.18542850371294
1914,TCGA-A6-6650-01,COAD,0.463099267348104,7.4788986128713
1915,TCGA-A6-6651-01,COAD,0.471551665639338,6.9491327119253
1916,TCGA-A6-6652-01,COAD,1.05018822331148,7.58898660402972
1917,TCGA-A6-6653-01,COAD,0.416947804909838,7.41269519157083
1918,TCGA-A6-6654-01,COAD,1.07525878405585,7.2782152204864
1919,TCGA-A6-6780-01,COAD,0.824564212089827,7.41558781834763
1920,TCGA-A6-6781-01,COAD,0.477366480067235,7.08466020877196
1921,TCGA-A6-6782-01,COAD,0.482538547845415,7.33059126980828
1922,TCGA-A6-A565-01,COAD,0.373620373245737,7.01070326165428
1923,TCGA-A6-A566-01,COAD,0.370610693490593,7.42766760738013
1924,TCGA-A6-A567-01,COAD,0.386590249662717,7.29431950270436
1925,TCGA-A6-A56B-01,COAD,0.455333796677223,8.33960462261424
1926,TCGA-AA-3488-01,COAD,0.4850145696904,6.38364369829321
1927,TCGA-AA-3489-01,COAD,1.1764504391191,7.57970998746192
1928,TCGA-AA-3492-01,COAD,0.441589712419546,6.03649240194184
1929,TCGA-AA-3494-01,COAD,0.442333123329751,7.16936081410002
1930,TCGA-AA-3495-01,COAD,0.537743345048506,8.10867399573791
1931,TCGA-AA-3496-01,COAD,0.420832691801576,7.38454426519862
1932,TCGA-AA-3502-01,COAD,0.427927927615234,6.72783944650034
1933,TCGA-AA-3506-01,COAD,0.439569949662739,5.74457917333123
1934,TCGA-AA-3509-01,COAD,0.423309237242387,7.43489642705007
1935,TCGA-AA-3510-01,COAD,0.476122419880152,6.4025230486683
1936,TCGA-AA-3511-01,COAD,0.392097566783076,7.49911241827184
1937,TCGA-AA-3514-01,COAD,0.400975043673087,4.56186340565624
1938,TCGA-AA-3517-01,COAD,0.448583840463361,6.76274787986331
1939,TCGA-AA-3519-01,COAD,0.468322643947868,6.8127541826391
1940,TCGA-AA-3520-01,COAD,0.432531878738116,7.21110319131232
1941,TCGA-AA-3521-01,COAD,0.404249184667338,6.75321193536398
1942,TCGA-AA-3522-01,COAD,0.395501575384977,7.39534539738204
1943,TCGA-AA-3524-01,COAD,0.469990138221073,8.14078151834168
1944,TCGA-AA-3526-01,COAD,0.396269112190937,7.48981920657041
1945,TCGA-AA-3527-01,COAD,0.516116031241382,4.38686702886916
1946,TCGA-AA-3529-01,COAD,0.3965979315749,7.14180214348077
1947,TCGA-AA-3530-01,COAD,0.407950917238573,7.22205415115915
1948,TCGA-AA-3531-01,COAD,0.40533891584755,5.56021915544781
1949,TCGA-AA-3532-01,COAD,0.406210108531565,6.8863638985778
1950,TCGA-AA-3534-01,COAD,0.418783638511739,7.63879946773254
1951,TCGA-AA-3538-01,COAD,0.410449655461803,7.24451814442769
1952,TCGA-AA-3544-01,COAD,0.40250390087259,7.26831127589471
1953,TCGA-AA-3548-01,COAD,0.374733478031214,5.95903886549195
1954,TCGA-AA-3549-01,COAD,0.399991350664181,6.48187378490588
1955,TCGA-AA-3556-01,COAD,0.448689551768841,7.07374935458403
1956,TCGA-AA-3560-01,COAD,0.423631951714348,6.46277572759323
1957,TCGA-AA-3561-01,COAD,0.43007112795128,7.21899035734468
1958,TCGA-AA-3655-01,COAD,0.418567779299712,7.77367670950434
1959,TCGA-AA-3660-01,COAD,0.431248532434761,7.76317488020937
1960,TCGA-AA-3662-01,COAD,1.1740867785504,7.46082205218018
1961,TCGA-AA-3663-01,COAD,0.336968862239486,7.078464873983
1962,TCGA-AA-3664-01,COAD,0.356932568419345,8.0822164343736
1963,TCGA-AA-3666-01,COAD,0.339023333372754,7.71239314390759
1964,TCGA-AA-3667-01,COAD,1.15704371014558,5.16635952120176
1965,TCGA-AA-3672-01,COAD,0.360645202460216,4.77034596601417
1966,TCGA-AA-3673-01,COAD,0.335483255903486,7.24989658787025
1967,TCGA-AA-3675-01,COAD,0.349478514519109,6.95012547592764
1968,TCGA-AA-3678-01,COAD,0.330558400030802,6.98231431440926
1969,TCGA-AA-3679-01,COAD,0.335140206314213,7.52505637650293
1970,TCGA-AA-3680-01,COAD,0.336854639125465,7.17492851488267
1971,TCGA-AA-3681-01,COAD,0.323427718060933,7.25299091598038
1972,TCGA-AA-3684-01,COAD,0.345169250856654,4.9099986537942
1973,TCGA-AA-3685-01,COAD,0.380396991988449,7.84653987788848
1974,TCGA-AA-3688-01,COAD,0.347212085585645,7.69577793094405
1975,TCGA-AA-3692-01,COAD,0.35940871904277,7.30324023745371
1976,TCGA-AA-3693-01,COAD,0.340847077050414,7.9266482732697
1977,TCGA-AA-3696-01,COAD,0.422340660474963,7.43732123337187
1978,TCGA-AA-3697-01,COAD,0.899330334790445,7.64307859636838
1979,TCGA-AA-3710-01,COAD,0.422986450566717,6.9058656654223
1980,TCGA-AA-3712-01,COAD,0.861399611157438,7.94541892884362
1981,TCGA-AA-3713-01,COAD,1.06488285158485,7.07431028072094
1982,TCGA-AA-3715-01,COAD,1.09335734629474,4.78427318997683
1983,TCGA-AA-3811-01,COAD,0.340163443311091,6.68885668690025
1984,TCGA-AA-3812-01,COAD,0.350949786310205,4.06782735164907
1985,TCGA-AA-3814-01,COAD,0.935384310798245,6.94695332708699
1986,TCGA-AA-3815-01,COAD,0.34255474547732,6.36821744910144
1987,TCGA-AA-3818-01,COAD,0.334568275666133,7.22331224586104
1988,TCGA-AA-3819-01,COAD,0.957543200757105,6.72528667615827
1989,TCGA-AA-3821-01,COAD,0.351628329102782,6.99695060063206
1990,TCGA-AA-3831-01,COAD,0.96738997597654,6.59854039986944
1991,TCGA-AA-3833-01,COAD,0.354339313378527,5.91739311092528
1992,TCGA-AA-3837-01,COAD,0.366923648978518,6.25719004015985
1993,TCGA-AA-3841-01,COAD,0.405556763343757,5.21512575043548
1994,TCGA-AA-3842-01,COAD,0.407515911946301,7.73322475492896
1995,TCGA-AA-3844-01,COAD,0.938775077085814,7.13048902961185
1996,TCGA-AA-3845-01,COAD,0.410666732657652,7.4150256042261
1997,TCGA-AA-3846-01,COAD,0.330099418068484,6.95302910984219
1998,TCGA-AA-3848-01,COAD,0.380507819339446,4.7437473017812
1999,TCGA-AA-3850-01,COAD,0.400975043673087,6.17098037816388
2000,TCGA-AA-3851-01,COAD,0.348345745113481,6.70737984208876
2001,TCGA-AA-3852-01,COAD,0.348572370159641,6.52282985027373
2002,TCGA-AA-3854-01,COAD,0.399116393444799,6.59164294487544
2003,TCGA-AA-3855-01,COAD,0.338567037001151,6.60922831083812
2004,TCGA-AA-3856-01,COAD,0.331819848022602,7.05021162465781
2005,TCGA-AA-3858-01,COAD,0.369606070031838,6.89588968512908
2006,TCGA-AA-3860-01,COAD,0.458382004156013,6.9055400305184
2007,TCGA-AA-3861-01,COAD,0.461109415065255,6.55960009167639
2008,TCGA-AA-3862-01,COAD,0.919530776387289,7.90860624642637
2009,TCGA-AA-3864-01,COAD,0.407842178211509,7.22313610420161
2010,TCGA-AA-3866-01,COAD,0.394843361530861,7.56066811409029
2011,TCGA-AA-3867-01,COAD,0.490364749985909,6.41965522733043
2012,TCGA-AA-3869-01,COAD,0.465399883296605,7.48316388652482
2013,TCGA-AA-3870-01,COAD,0.48295151336731,6.48562706866277
2014,TCGA-AA-3872-01,COAD,0.343578377146895,7.02822871012588
2015,TCGA-AA-3875-01,COAD,0.899562360154693,7.49218569681698
2016,TCGA-AA-3877-01,COAD,0.45122430212669,7.43173675475774
2017,TCGA-AA-3930-01,COAD,0.443606651475615,7.66958816431971
2018,TCGA-AA-3939-01,COAD,0.452279135134776,7.20579205975596
2019,TCGA-AA-3941-01,COAD,1.17088647767976,7.19559715917856
2020,TCGA-AA-3947-01,COAD,0.808179083771471,8.34437844811287
2021,TCGA-AA-3949-01,COAD,0.807354922057604,7.27713505884573
2022,TCGA-AA-3950-01,COAD,0.408603179343371,7.73461876632035
2023,TCGA-AA-3952-01,COAD,0.40914650591963,6.53910438329091
2024,TCGA-AA-3955-01,COAD,0.405556763343757,8.75598724447384
2025,TCGA-AA-3956-01,COAD,1.1991226420136,6.65954593388814
2026,TCGA-AA-3966-01,COAD,0.412510571249805,6.3946967146005
2027,TCGA-AA-3968-01,COAD,0.418135963959497,7.3694443774254
2028,TCGA-AA-3971-01,COAD,0.427713432366417,6.92973590528813
2029,TCGA-AA-3972-01,COAD,0.410449655461803,6.84199366371655
2030,TCGA-AA-3973-01,COAD,0.422663591655022,6.65491807042665
2031,TCGA-AA-3975-01,COAD,0.412293771333417,6.30791938345648
2032,TCGA-AA-3976-01,COAD,0.437760393539927,7.55709213810339
2033,TCGA-AA-3977-01,COAD,0.399006986472397,8.05478078308955
2034,TCGA-AA-3979-01,COAD,0.389897162115096,7.51574646586786
2035,TCGA-AA-3980-01,COAD,0.417487998513666,7.35612171626991
2036,TCGA-AA-3982-01,COAD,0.41510963222758,7.48926360575854
2037,TCGA-AA-3984-01,COAD,0.405774577949876,7.292679053997
2038,TCGA-AA-3986-01,COAD,0.412618958991931,6.2750671873216
2039,TCGA-AA-3989-01,COAD,0.360420466103209,6.03778225986655
2040,TCGA-AA-3994-01,COAD,0.361319201557216,6.82756564148408
2041,TCGA-AA-A004-01,COAD,0.40914650591963,3.99294491888596
2042,TCGA-AA-A00N-01,COAD,0.344487662635682,6.78231970408952
2043,TCGA-AA-A00O-01,COAD,0.401193551063264,6.55421005011166
2044,TCGA-AA-A00Z-01,COAD,0.461004609933474,6.54447761936943
2045,TCGA-AA-A010-01,COAD,0.356143810225275,6.95224517525642
2046,TCGA-AA-A017-01,COAD,0.326422296101062,6.99371556590912
2047,TCGA-AA-A01C-01,COAD,0.344260394985419,6.99482791472393
2048,TCGA-AA-A01D-01,COAD,0.344260394985419,6.47418671517318
2049,TCGA-AA-A01I-01,COAD,0.355580147377359,6.83364272150125
2050,TCGA-AA-A01K-01,COAD,0.747516301864847,7.00861367358636
2051,TCGA-AA-A01P-01,COAD,0.800578977798369,6.7527445631599
2052,TCGA-AA-A01R-01,COAD,0.405992359675837,6.30005909782603
2053,TCGA-AA-A01S-01,COAD,0.418891556007461,5.56233372382817
2054,TCGA-AA-A01T-01,COAD,0.396488333440545,5.70456672412116
2055,TCGA-AA-A01V-01,COAD,0.398788147633769,5.52080306441543
2056,TCGA-AA-A01X-01,COAD,0.406971970816723,6.32235507293867
2057,TCGA-AA-A01Z-01,COAD,1.11516644963494,6.3729862973827
2058,TCGA-AA-A022-01,COAD,0.32964029003823,6.06292542674202
2059,TCGA-AA-A024-01,COAD,0.360308084795196,5.71479853258907
2060,TCGA-AA-A029-01,COAD,0.326997464565759,6.86883845327933
2061,TCGA-AA-A02E-01,COAD,0.354226457349926,7.03045931985573
2062,TCGA-AA-A02F-01,COAD,0.364460373960261,7.87684753614187
2063,TCGA-AA-A02H-01,COAD,0.360195694732358,7.31472785450827
2064,TCGA-AA-A02J-01,COAD,0.436055206028553,7.54709901032344
2065,TCGA-AA-A02K-01,COAD,0.410666732657652,7.41198483851509
2066,TCGA-AA-A02O-01,COAD,1.19679586616706,5.66145808765543
2067,TCGA-AA-A02R-01,COAD,0.339365460967944,6.70440403245119
2068,TCGA-AA-A02W-01,COAD,0.421048212423562,7.63708801531081
2069,TCGA-AA-A02Y-01,COAD,0.386810946472217,6.9691385147919
2070,TCGA-AA-A03F-01,COAD,0.404685175919036,4.39167685039177
2071,TCGA-AA-A03J-01,COAD,0.933648170055543,5.67979646605918
2072,TCGA-AD-5900-01,COAD,0.519441259628039,6.90353007253717
2073,TCGA-AD-6548-01,COAD,0.429321369941442,8.72681421674899
2074,TCGA-AD-6888-01,COAD,1.22737142258326,7.7240056334748
2075,TCGA-AD-6889-01,COAD,0.431141535361186,6.78500920916365
2076,TCGA-AD-6890-01,COAD,0.880959738582781,7.82303069956052
2077,TCGA-AD-6895-01,COAD,0.438292851579147,7.54376144715314
2078,TCGA-AD-6899-01,COAD,0.43648169189106,7.89854384240044
2079,TCGA-AD-6901-01,COAD,0.426747808906577,7.86876635247197
2080,TCGA-AD-6963-01,COAD,0.796182410720005,7.68579990447643
2081,TCGA-AD-6964-01,COAD,0.448160917766045,7.16422397197095
2082,TCGA-AD-6965-01,COAD,1.06584800336608,8.21310223073896
2083,TCGA-AD-A5EJ-01,COAD,0.357045212966808,7.30805228265309
2084,TCGA-AD-A5EK-01,COAD,0.429214229839585,8.16612391556832
2085,TCGA-AM-5820-01,COAD,0.91034891538093,8.09266225184168
2086,TCGA-AM-5821-01,COAD,0.418459837580991,7.93083192117962
2087,TCGA-AU-3779-01,COAD,0.881586316243396,7.75262659244996
2088,TCGA-AU-6004-01,COAD,0.343350966200508,7.0684682468546
2089,TCGA-AY-4070-01,COAD,0.346644921588527,6.79090412179142
2090,TCGA-AY-4071-01,COAD,0.419431022431459,6.53680044572314
2091,TCGA-AY-5543-01,COAD,0.443818796912493,8.28870438163766
2092,TCGA-AY-6196-01,COAD,0.974529312483882,6.10032386130623
2093,TCGA-AY-6197-01,COAD,0.408168370708106,7.25934884578236
2094,TCGA-AY-6386-01,COAD,0.370945412576636,7.61042740173653
2095,TCGA-AY-A54L-01,COAD,0.396269112190937,8.08630307062323
2096,TCGA-AY-A69D-01,COAD,0.385375813359913,7.60174434701515
2097,TCGA-AY-A71X-01,COAD,0.407950917238573,6.82146515475275
2098,TCGA-AY-A8YK-01,COAD,0.446785562143122,7.3976498797765
2099,TCGA-AZ-4308-01,COAD,0.784503982929567,5.45766007430563
2100,TCGA-AZ-4313-01,COAD,0.425351877456702,6.7113660598734
2101,TCGA-AZ-4315-01,COAD,0.511973981781801,7.27296635387468
2102,TCGA-AZ-4323-01,COAD,0.461842837884073,7.16069132155988
2103,TCGA-AZ-4614-01,COAD,1.02339730792778,7.27602152644804
2104,TCGA-AZ-4615-01,COAD,0.397364885478379,7.25994803610845
2105,TCGA-AZ-4616-01,COAD,0.451013242943973,7.35343256191014
2106,TCGA-AZ-4682-01,COAD,0.440633335161527,7.7891130740575
2107,TCGA-AZ-4684-01,COAD,0.389676936951962,6.90529965827653
2108,TCGA-AZ-5403-01,COAD,0.444773065522451,8.49377462125759
2109,TCGA-AZ-5407-01,COAD,1.24956669834036,7.7824005864007
2110,TCGA-AZ-6598-01,COAD,0.461109415065255,7.45237969524994
2111,TCGA-AZ-6599-01,COAD,0.444985039522375,6.76021633668915
2112,TCGA-AZ-6600-01,COAD,0.674551043154592,7.33530706191374
2113,TCGA-AZ-6601-01,COAD,0.452700852483844,7.36209075529777
2114,TCGA-AZ-6603-01,COAD,0.429428502087252,8.18636603225726
2115,TCGA-AZ-6605-01,COAD,0.446044442596041,7.58793624588204
2116,TCGA-AZ-6606-01,COAD,0.43722773891291,8.18418764423528
2117,TCGA-AZ-6607-01,COAD,0.444985039522375,7.06820362593759
2118,TCGA-AZ-6608-01,COAD,0.474669659160943,8.24401795208602
2119,TCGA-CA-5254-01,COAD,0.465190887925982,7.19586953892338
2120,TCGA-CA-5255-01,COAD,0.435308552262582,7.39710914395955
2121,TCGA-CA-5256-01,COAD,0.444030911158393,8.0594170340178
2122,TCGA-CA-5796-01,COAD,0.438718676564791,7.20219749996851
2123,TCGA-CA-5797-01,COAD,0.45090770177264,8.84063654975982
2124,TCGA-CA-6715-01,COAD,0.461842837884073,7.69845301814948
2125,TCGA-CA-6716-01,COAD,0.449217992139896,7.66532429988278
2126,TCGA-CA-6717-01,COAD,0.456490771583379,7.37586196822872
2127,TCGA-CA-6718-01,COAD,0.448372394612054,6.96394132692929
2128,TCGA-CA-6719-01,COAD,0.40805964807036,8.00408506666778
2129,TCGA-CK-4947-01,COAD,0.431462502778629,7.83545937061049
2130,TCGA-CK-4948-01,COAD,0.453859939969029,7.38521111283403
2131,TCGA-CK-4950-01,COAD,0.835843248738743,6.81967853719731
2132,TCGA-CK-4951-01,COAD,0.477780928516189,6.88622602068129
2133,TCGA-CK-4952-01,COAD,0.462889938409708,7.80247617919428
2134,TCGA-CK-5912-01,COAD,0.942082805167012,7.78749640009912
2135,TCGA-CK-5913-01,COAD,0.4271770546821,7.57576761711008
2136,TCGA-CK-5914-01,COAD,0.396378726979646,8.45183600985753
2137,TCGA-CK-5915-01,COAD,0.941707308680967,7.90417815985881
2138,TCGA-CK-5916-01,COAD,1.11669744320102,7.65671396165168
2139,TCGA-CK-6746-01,COAD,0.457016362700304,7.74285054997653
2140,TCGA-CK-6747-01,COAD,0.439782689475982,7.13327990665438
2141,TCGA-CK-6748-01,COAD,0.441802154628867,7.2476892904458
2142,TCGA-CK-6751-01,COAD,0.86251090312834,7.09307386879703
2143,TCGA-CM-4743-01,COAD,0.444985039522375,6.9060743985426
2144,TCGA-CM-4744-01,COAD,0.88846076955804,8.04808576847133
2145,TCGA-CM-4746-01,COAD,0.463308565918163,6.44956076942235
2146,TCGA-CM-4747-01,COAD,0.448900951145128,5.53387935844172
2147,TCGA-CM-4748-01,COAD,0.441802154628867,7.33246770505097
2148,TCGA-CM-4750-01,COAD,0.444242994222485,6.85551117676762
2149,TCGA-CM-4751-01,COAD,0.432745658843848,7.78044726903158
2150,TCGA-CM-4752-01,COAD,0.435521921343928,7.44852200477761
2151,TCGA-CM-5341-01,COAD,0.421802281157266,8.37083542868583
2152,TCGA-CM-5344-01,COAD,0.413702388782177,7.72303363167874
2153,TCGA-CM-5348-01,COAD,0.405883472922256,7.63713629673923
2154,TCGA-CM-5349-01,COAD,0.421479157103307,7.64786624137083
2155,TCGA-CM-5860-01,COAD,0.977609644685419,8.6816250202408
2156,TCGA-CM-5861-01,COAD,0.437760393539927,6.9755360582831
2157,TCGA-CM-5862-01,COAD,0.482641800308575,8.38898774485499
2158,TCGA-CM-5863-01,COAD,0.414568547181711,6.91486844388562
2159,TCGA-CM-5864-01,COAD,0.422555955959751,7.97096383373569
2160,TCGA-CM-5868-01,COAD,0.394514141955959,8.53122116146604
2161,TCGA-CM-6161-01,COAD,0.90865921699253,8.2585740633735
2162,TCGA-CM-6162-01,COAD,0.416299305479879,7.45556831593891
2163,TCGA-CM-6163-01,COAD,0.408929199842869,7.75361867561551
2164,TCGA-CM-6164-01,COAD,0.394514141955959,7.37235231575392
2165,TCGA-CM-6165-01,COAD,0.397364885478379,7.56113423808689
2166,TCGA-CM-6166-01,COAD,0.395830569732697,7.6238347889229
2167,TCGA-CM-6167-01,COAD,0.493954693641371,7.66343944851149
2168,TCGA-CM-6168-01,COAD,0.422663591655022,8.0811490814928
2169,TCGA-CM-6169-01,COAD,0.40261304298717,7.57534888263401
2170,TCGA-CM-6170-01,COAD,1.1251882013167,8.41237192614874
2171,TCGA-CM-6171-01,COAD,0.42094045613708,7.1266623179893
2172,TCGA-CM-6172-01,COAD,0.798921469526791,7.56319427738672
2173,TCGA-CM-6674-01,COAD,0.440420720756767,7.24583190883604
2174,TCGA-CM-6675-01,COAD,0.43616183931445,7.45449778697056
2175,TCGA-CM-6676-01,COAD,0.436055206028553,7.86485480890246
2176,TCGA-CM-6677-01,COAD,0.43189034828618,7.80932440347952
2177,TCGA-CM-6678-01,COAD,0.420185936691721,7.27420848058053
2178,TCGA-CM-6679-01,COAD,0.543495883425772,7.78196784270095
2179,TCGA-CM-6680-01,COAD,0.432318066949524,7.27150929222615
2180,TCGA-D5-5537-01,COAD,0.437866900870151,7.70857973155683
2181,TCGA-D5-5538-01,COAD,0.440739630614947,7.86157860123185
2182,TCGA-D5-5539-01,COAD,0.409363779269573,7.32752440074442
2183,TCGA-D5-5540-01,COAD,0.409255146684838,8.78143601786397
2184,TCGA-D5-5541-01,COAD,0.449746239021009,8.13588127168305
2185,TCGA-D5-6529-01,COAD,1.06046248798611,6.80583213966581
2186,TCGA-D5-6530-01,COAD,0.429749850800216,6.76764558586657
2187,TCGA-D5-6531-01,COAD,0.429321369941442,7.35337045265052
2188,TCGA-D5-6532-01,COAD,0.415434185873181,7.4595784889595
2189,TCGA-D5-6533-01,COAD,0.416083074208358,8.01756474096224
2190,TCGA-D5-6534-01,COAD,0.425459304765355,7.31362646901682
2191,TCGA-D5-6535-01,COAD,0.435308552262582,7.55340229200025
2192,TCGA-D5-6536-01,COAD,0.433279970557258,7.60482574443278
2193,TCGA-D5-6537-01,COAD,0.425674135387581,7.90764946174385
2194,TCGA-D5-6538-01,COAD,0.407624675566609,7.320224202984
2195,TCGA-D5-6539-01,COAD,0.998845382058508,7.55123734480385
2196,TCGA-D5-6540-01,COAD,0.413485767904759,7.01201304066015
2197,TCGA-D5-6541-01,COAD,0.422986450566717,7.12574693427574
2198,TCGA-D5-6898-01,COAD,0.425888934024304,7.78529994262684
2199,TCGA-D5-6920-01,COAD,0.441377238922713,6.78721165352923
2200,TCGA-D5-6922-01,COAD,0.430392333572308,7.62152929105213
2201,TCGA-D5-6923-01,COAD,0.42320164970806,8.02192673140186
2202,TCGA-D5-6924-01,COAD,0.432531878738116,7.6957289253951
2203,TCGA-D5-6926-01,COAD,0.789353663650937,8.08720503908027
2204,TCGA-D5-6927-01,COAD,0.727615550940965,7.39954868131753
2205,TCGA-D5-6928-01,COAD,0.435521921343928,7.06841060107243
2206,TCGA-D5-6929-01,COAD,0.753946772087765,7.27637356664969
2207,TCGA-D5-6930-01,COAD,0.440845918237266,7.02777463946378
2208,TCGA-D5-6931-01,COAD,0.426962447758552,7.27706937816545
2209,TCGA-D5-6932-01,COAD,0.432531878738116,6.76046315492382
2210,TCGA-D5-7000-01,COAD,0.433279970557258,7.54900399690155
2211,TCGA-DM-A0X9-01,COAD,0.41153471496007,7.24006151652731
2212,TCGA-DM-A0XD-01,COAD,0.41510963222758,7.24533158833431
2213,TCGA-DM-A0XF-01,COAD,0.417704019333249,8.92843267167924
2214,TCGA-DM-A1D0-01,COAD,0.437653878346192,7.19326366735018
2215,TCGA-DM-A1D4-01,COAD,0.436588293660118,7.85133822059573
2216,TCGA-DM-A1D6-01,COAD,0.413160775590814,8.05290011111167
2217,TCGA-DM-A1D7-01,COAD,0.429535626278197,7.60739173368906
2218,TCGA-DM-A1D8-01,COAD,0.416839741912829,7.49480143881632
2219,TCGA-DM-A1D9-01,COAD,0.480471945227477,7.90651909450995
2220,TCGA-DM-A1DA-01,COAD,0.426640477504461,7.68574299918307
2221,TCGA-DM-A1DB-01,COAD,0.433707277495855,8.30986420441325
2222,TCGA-DM-A1HA-01,COAD,1.01192494847971,7.70002338032097
2223,TCGA-DM-A1HB-01,COAD,0.47383885289503,7.13306653279515
2224,TCGA-DM-A280-01,COAD,0.458277000695805,7.45510554798735
2225,TCGA-DM-A282-01,COAD,0.460585313253668,7.10049957240086
2226,TCGA-DM-A285-01,COAD,0.480058269227255,7.74622075394207
2227,TCGA-DM-A288-01,COAD,0.484911486910828,8.19221417973154
2228,TCGA-DM-A28A-01,COAD,0.45543901456305,7.73093806358806
2229,TCGA-DM-A28C-01,COAD,0.463622456851893,6.75074989926494
2230,TCGA-DM-A28E-01,COAD,0.463727071988511,7.19479210339403
2231,TCGA-DM-A28F-01,COAD,0.449534963478289,8.55882661675164
2232,TCGA-DM-A28G-01,COAD,0.47487728599312,6.94360783724713
2233,TCGA-DM-A28H-01,COAD,0.482332020747376,8.90852757545097
2234,TCGA-DM-A28K-01,COAD,0.483673918710651,7.29055126310784
2235,TCGA-DM-A28M-01,COAD,0.448055167717188,7.1825893426658
2236,TCGA-F4-6459-01,COAD,0.426211072027404,8.02890710366042
2237,TCGA-F4-6460-01,COAD,0.454070583134959,7.66138558733775
2238,TCGA-F4-6461-01,COAD,0.411643176039014,6.97018730455278
2239,TCGA-F4-6463-01,COAD,0.448583840463361,7.40649216529673
2240,TCGA-F4-6569-01,COAD,0.984552895194584,7.45074514043494
2241,TCGA-F4-6570-01,COAD,0.525668007375278,6.83245843364637
2242,TCGA-F4-6703-01,COAD,0.443182266992222,6.70895761814677
2243,TCGA-F4-6704-01,COAD,0.473215434070397,7.41168684775055
2244,TCGA-F4-6805-01,COAD,0.480988873478695,7.47282858465741
2245,TCGA-F4-6806-01,COAD,0.434454760232403,7.19054000787534
2246,TCGA-F4-6807-01,COAD,0.439995397923236,7.34902755456187
2247,TCGA-F4-6808-01,COAD,0.430392333572308,7.84089145427492
2248,TCGA-F4-6809-01,COAD,0.420832691801576,7.22611488320996
2249,TCGA-F4-6854-01,COAD,0.424277164176305,7.58394404749046
2250,TCGA-F4-6855-01,COAD,0.905273871628198,7.73369715519102
2251,TCGA-F4-6856-01,COAD,0.408929199842869,7.33079795756035
2252,TCGA-G4-6293-01,COAD,0.46194758214236,7.23676680859464
2253,TCGA-G4-6294-01,COAD,0.405012082912592,7.74842405504399
2254,TCGA-G4-6295-01,COAD,0.414135532984451,8.18157373645341
2255,TCGA-G4-6297-01,COAD,0.41510963222758,7.76806744011004
2256,TCGA-G4-6298-01,COAD,0.481608942990055,7.83035009530566
2257,TCGA-G4-6299-01,COAD,0.545177634615292,7.91226654542003
2258,TCGA-G4-6302-01,COAD,0.442545456105304,6.63775144573679
2259,TCGA-G4-6303-01,COAD,0.64855747805276,7.76866611313436
2260,TCGA-G4-6304-01,COAD,0.423847054598434,7.26410988367821
2261,TCGA-G4-6306-01,COAD,0.396159489073155,7.56300087868475
2262,TCGA-G4-6307-01,COAD,0.951662389320646,7.44656289725983
2263,TCGA-G4-6309-01,COAD,0.401739674793482,7.37658667130848
2264,TCGA-G4-6310-01,COAD,0.398897571202473,7.78754819441772
2265,TCGA-G4-6311-01,COAD,0.418351887785521,7.51032786568225
2266,TCGA-G4-6314-01,COAD,0.413702388782177,7.64829044462931
2267,TCGA-G4-6315-01,COAD,0.42814239097833,7.81655905491927
2268,TCGA-G4-6317-01,COAD,0.648373402130228,8.24030407087675
2269,TCGA-G4-6320-01,COAD,0.40686315797654,7.68881498514505
2270,TCGA-G4-6321-01,COAD,0.402067249827825,5.62804231419685
2271,TCGA-G4-6322-01,COAD,0.434241233251936,6.79808321117173
2272,TCGA-G4-6323-01,COAD,1.04313449031375,7.08929154584925
2273,TCGA-G4-6586-01,COAD,1.00475305539982,6.63460707684864
2274,TCGA-G4-6588-01,COAD,0.422986450566717,7.32265346855246
2275,TCGA-G4-6625-01,COAD,0.43189034828618,7.5051361380028
2276,TCGA-G4-6626-01,COAD,0.44169593743457,8.4523370125012
2277,TCGA-G4-6627-01,COAD,0.836974394102046,7.23213018004097
2278,TCGA-G4-6628-01,COAD,0.368712483728331,7.66580976388521
2279,TCGA-NH-A50T-01,COAD,0.424922088210688,8.06745030753903
2280,TCGA-NH-A50U-01,COAD,0.365020578619531,7.11722948111054
2281,TCGA-NH-A50V-01,COAD,1.13829023377991,6.86228729791154
2282,TCGA-NH-A5IV-01,COAD,0.410883777195581,6.9741086178684
2283,TCGA-NH-A6GA-01,COAD,0.398897571202473,7.8943581420125
2284,TCGA-NH-A6GB-01,COAD,0.405012082912592,7.38255610580708
2285,TCGA-NH-A6GC-01,COAD,0.405012082912592,6.5934732364185
2286,TCGA-NH-A8F7-01,COAD,0.394404385400625,7.16009091954957
2287,TCGA-NH-A8F8-01,COAD,0.331819848022602,6.93850109947527
2288,TCGA-QG-A5YV-01,COAD,0.347438888768141,7.93191293516551
2289,TCGA-QG-A5YW-01,COAD,0.382943869568991,6.59384240741749
2290,TCGA-QG-A5YX-01,COAD,0.370052655715914,7.10249517885729
2291,TCGA-QG-A5Z1-01,COAD,0.895302621333307,7.8197111242551
