,Samlpe,Type,TMB.score,Genes
4168,TCGA-QH-A6X9-01,LGG,1.3598015407,6.98053881640826
4169,TCGA-QH-A6XA-01,LGG,0.2823926843,6.85623052500615
4170,TCGA-QH-A6XC-01,LGG,1.2239901706,6.94248361896041
4171,TCGA-QH-A86X-01,LGG,0.5078628759,6.70703959289686
4172,TCGA-QH-A870-01,LGG,0.5058035302,6.49703593046118
4173,TCGA-R8-A6MK-01,LGG,0.6508694454,6.7428553002035
4174,TCGA-R8-A6ML-01,LGG,0.5376924017,6.85698119948647
4175,TCGA-R8-A6MO-01,LGG,0.6838036991,6.8370604321569
4176,TCGA-RY-A83X-01,LGG,0.4136171878,6.63995366572871
4177,TCGA-RY-A83Y-01,LGG,0.8954164082,6.57433589424148
4178,TCGA-RY-A83Z-01,LGG,1.274082665,7.25765696194942
4179,TCGA-RY-A840-01,LGG,0.3288922416,6.88920432720245
4180,TCGA-RY-A843-01,LGG,0.5013201483,6.26334635759567
4181,TCGA-RY-A845-01,LGG,0.6181367695,7.18592488215144
4182,TCGA-RY-A847-01,LGG,0.4314302882,6.41381778005455
4183,TCGA-S9-A6TS-01,LGG,1.6266841488,6.41565217609462
4184,TCGA-S9-A6TU-01,LGG,0.4575128133,5.92095823892843
4185,TCGA-S9-A6TV-01,LGG,0.9638902611,6.81398829234458
4186,TCGA-S9-A6TW-01,LGG,0.6365377005,6.31682486308368
4187,TCGA-S9-A6TX-01,LGG,1.0244073749,6.34537570064712
4188,TCGA-S9-A6TY-01,LGG,0.488252701,7.23951897529037
4189,TCGA-S9-A6TZ-01,LGG,0.6370555946,6.97562084039376
4190,TCGA-S9-A6U0-01,LGG,1.0068232718,6.9078284487948
4191,TCGA-S9-A6U1-01,LGG,0.3263048537,6.92134171094582
4192,TCGA-S9-A6U2-01,LGG,0.5960159961,6.7912768516862
4193,TCGA-S9-A6U5-01,LGG,0.4113052457,6.63676271785534
4194,TCGA-S9-A6U6-01,LGG,0.8720885155,6.72207252002995
4195,TCGA-S9-A6U8-01,LGG,0.4350999597,6.7263550825466
4196,TCGA-S9-A6U9-01,LGG,0.5212251854,5.65202537440647
4197,TCGA-S9-A6UA-01,LGG,0.9832108822,7.0604201447629
4198,TCGA-S9-A6UB-01,LGG,0.525994554,6.92872594634325
4199,TCGA-S9-A6WD-01,LGG,0.5211628603,6.66371802656972
4200,TCGA-S9-A6WE-01,LGG,0.2773161696,7.14698775152392
4201,TCGA-S9-A6WG-01,LGG,0.4952408592,6.46815105529586
4202,TCGA-S9-A6WH-01,LGG,1.7109208978,6.72549872574787
4203,TCGA-S9-A6WI-01,LGG,0.5174557854,5.81879298154659
4204,TCGA-S9-A6WL-01,LGG,1.2402687139,6.29034316905918
4205,TCGA-S9-A6WM-01,LGG,1.3477627935,7.88804891780209
4206,TCGA-S9-A6WN-01,LGG,0.7650566078,6.33963699782988
4207,TCGA-S9-A6WO-01,LGG,0.7369992738,6.76903545390758
4208,TCGA-S9-A6WP-01,LGG,0.8073250335,6.78406815710251
4209,TCGA-S9-A6WQ-01,LGG,0.9741400071,6.62255475015051
4210,TCGA-S9-A7IQ-01,LGG,0.4726299271,6.12352248560438
4211,TCGA-S9-A7IS-01,LGG,1.3390776392,7.92853495568883
4212,TCGA-S9-A7IX-01,LGG,0.7270809542,6.82791785971024
4213,TCGA-S9-A7IY-01,LGG,0.6943873126,6.36083320982336
4214,TCGA-S9-A7IZ-01,LGG,0.7731857516,6.51524124021791
4215,TCGA-S9-A7J0-01,LGG,1.0449186962,7.83370065942275
4216,TCGA-S9-A7J1-01,LGG,0.5892511978,6.67182218889952
4217,TCGA-S9-A7J2-01,LGG,0.2397319294,6.75932949436957
4218,TCGA-S9-A7J3-01,LGG,0.6526522452,6.5154969775441
4219,TCGA-S9-A7QW-01,LGG,0.8042706174,6.94365850312836
4220,TCGA-S9-A7QX-01,LGG,0.7222180544,6.60067196959108
4221,TCGA-S9-A7QY-01,LGG,0.9272699966,6.17326074645188
4222,TCGA-S9-A7QZ-01,LGG,1.2706235926,6.48444406337963
4223,TCGA-S9-A7R1-01,LGG,0.4953857585,6.6811859829289
4224,TCGA-S9-A7R2-01,LGG,1.0189336801,6.35542493418721
4225,TCGA-S9-A7R3-01,LGG,0.671264061,6.2854432800866
4226,TCGA-S9-A7R4-01,LGG,0.5802656526,6.59389809203827
4227,TCGA-S9-A7R7-01,LGG,0.5483832637,6.2400756263871
4228,TCGA-S9-A7R8-01,LGG,0.8209301056,7.06955676731179
4229,TCGA-S9-A89V-01,LGG,1.1539105649,7.10358416189413
4230,TCGA-S9-A89Z-01,LGG,1.7318539533,7.10736970293689
4231,TCGA-TM-A7C3-01,LGG,1.6072456613,7.40541280366963
4232,TCGA-TM-A7C4-01,LGG,1.1094999049,6.36985611892546
4233,TCGA-TM-A7C5-01,LGG,0.7235273768,6.58950796658342
4234,TCGA-TM-A7CA-01,LGG,0.8240029873,6.994447512252
4235,TCGA-TM-A7CF-01,LGG,0.9848738596,5.90143274393168
4236,TCGA-TM-A84B-01,LGG,0.8720817691,7.5646658854146
4237,TCGA-TM-A84C-01,LGG,0.4404925282,6.67366281509532
4238,TCGA-TM-A84F-01,LGG,0.484236454,6.41957884955632
4239,TCGA-TM-A84G-01,LGG,0.7788121401,7.09821791802915
4240,TCGA-TM-A84H-01,LGG,1.1647715734,7.2639267942094
4241,TCGA-TM-A84I-01,LGG,0.8896568434,7.29703516369963
4242,TCGA-TM-A84J-01,LGG,0.9636550859,7.72609803678919
4243,TCGA-TM-A84L-01,LGG,0.6148155421,6.34228548118114
4244,TCGA-TM-A84M-01,LGG,0.7419065342,7.37591276869753
4245,TCGA-TM-A84O-01,LGG,0.7571023058,6.80773634458548
4246,TCGA-TM-A84Q-01,LGG,0.7812211436,7.04759977217498
4247,TCGA-TM-A84R-01,LGG,0.2391424328,6.01217818467938
4248,TCGA-TM-A84S-01,LGG,0.3935160065,6.90663260621389
4249,TCGA-TM-A84T-01,LGG,0.5919062859,6.78264307901112
4250,TCGA-TQ-A7RF-01,LGG,0.5534529417,7.01868075495506
4251,TCGA-TQ-A7RG-01,LGG,0.6037666752,6.90355573157403
4252,TCGA-TQ-A7RH-01,LGG,0.9228924511,6.55695250149297
4253,TCGA-TQ-A7RI-01,LGG,0.6382393208,7.12435445330635
4254,TCGA-TQ-A7RJ-01,LGG,0.8416233231,6.52090807557606
4255,TCGA-TQ-A7RK-01,LGG,0.4663231694,6.83878741489065
4256,TCGA-TQ-A7RM-01,LGG,1.4323587583,7.8861829685208
4257,TCGA-TQ-A7RN-01,LGG,0.6604032009,6.94363642973546
4258,TCGA-TQ-A7RO-01,LGG,0.4099979251,6.72023161291006
4259,TCGA-TQ-A7RP-01,LGG,1.1318929301,6.10256460341968
4260,TCGA-TQ-A7RQ-01,LGG,0.6213089132,6.76832919810064
4261,TCGA-TQ-A7RR-01,LGG,0.6709018464,6.57163038710761
4262,TCGA-TQ-A7RS-01,LGG,0.40981291,6.76466742813694
4263,TCGA-TQ-A7RV-01,LGG,0.6395361293,6.67669207457445
4264,TCGA-TQ-A7RW-01,LGG,0.9306524594,6.82500420153483
4265,TCGA-TQ-A8XE-01,LGG,1.0736711061,6.75353400954608
4266,TCGA-VM-A8C8-01,LGG,0.8857378666,6.59616871614851
4267,TCGA-VM-A8C9-01,LGG,0.1222932005,5.9316539524855
4268,TCGA-VM-A8CA-01,LGG,0.697845853,5.70463187846851
4269,TCGA-VM-A8CB-01,LGG,0.7037894074,7.22218361516555
4270,TCGA-VM-A8CD-01,LGG,0.5965445633,6.60865367957029
4271,TCGA-VM-A8CE-01,LGG,0.3037458639,6.6029017334909
4272,TCGA-VM-A8CF-01,LGG,0.9508475318,5.89725100651801
4273,TCGA-VM-A8CH-01,LGG,0.2090175798,6.56905059087324
4274,TCGA-VV-A829-01,LGG,0.8422104571,7.42384222117715
4275,TCGA-VV-A86M-01,LGG,0.3701581578,7.50312053755829
4276,TCGA-VW-A7QS-01,LGG,0.8193989086,6.92747145281076
4277,TCGA-VW-A8FI-01,LGG,1.4263748961,6.88065882739389
4278,TCGA-W9-A837-01,LGG,0.7674132259,6.47685816598382
4279,TCGA-WH-A86K-01,LGG,1.0504632017,6.23593401975123
4280,TCGA-WY-A858-01,LGG,0.7915420159,5.92455633242052
4281,TCGA-WY-A859-01,LGG,0.8023383596,6.34924722341619
4282,TCGA-WY-A85A-01,LGG,0.3679660304,6.50817082398874
4283,TCGA-WY-A85B-01,LGG,0.3564819756,7.08892315958582
4284,TCGA-WY-A85C-01,LGG,0.7868491053,6.47661433610628
4285,TCGA-WY-A85D-01,LGG,0.9132795143,6.56625393544607
4286,TCGA-WY-A85E-01,LGG,1.5951167517,7.44938032734326
4287,TCGA-DD-A3A3-01,LIHC,1.2125613617,4.92691957635366
4288,TCGA-DD-A1EF-01,LIHC,2.7558808908,6.64478586221356
4289,TCGA-ED-A627-01,LIHC,0,5.7468740824733
4290,TCGA-DD-AACB-01,LIHC,1.9409429295,5.47380915796919
4291,TCGA-BC-A10W-01,LIHC,2.2309576609,7.20947805694832
4292,TCGA-G3-A25Z-01,LIHC,1.8561181434,5.3007494171618
4293,TCGA-DD-AADY-01,LIHC,1.1611917177,6.17480745833293
4294,TCGA-G3-A5SI-01,LIHC,0.8999655313,6.0018345759313
4295,TCGA-G3-A5SL-01,LIHC,3.3422072589,5.97366864193961
4296,TCGA-EP-A12J-01,LIHC,1.2246477079,5.59930381692714
4297,TCGA-DD-AAD2-01,LIHC,1.7501402543,5.54672928823583
4298,TCGA-UB-A7MB-01,LIHC,33.228671195,6.37301752146481
4299,TCGA-UB-A7MC-01,LIHC,1.4273330115,5.81635685103146
4300,TCGA-DD-AACQ-01,LIHC,4.7201089137,4.67813018430673
4301,TCGA-MI-A75H-01,LIHC,2.8968960439,5.24171888761658
4302,TCGA-QA-A7B7-01,LIHC,1.8538811001,5.88256543932857
4303,TCGA-5C-A9VH-01,LIHC,2.2048524491,5.94803422357821
4304,TCGA-ZP-A9D4-01,LIHC,1.4796929487,4.86379825299142
4305,TCGA-G3-AAV6-01,LIHC,1.3834527354,6.3938779844455
4306,TCGA-DD-A4NG-01,LIHC,1.7537903589,5.71046972544304
4307,TCGA-DD-AACZ-01,LIHC,3.6341257232,7.28298347477697
4308,TCGA-CC-5264-01,LIHC,2.1876303039,7.2033430740692
4309,TCGA-DD-AAW3-01,LIHC,1.9486648661,6.22492154219927
4310,TCGA-DD-AAVX-01,LIHC,1.4100695491,5.27976755556038
4311,TCGA-2Y-A9HA-01,LIHC,3.2160500338,5.77421227501728
4312,TCGA-ED-A82E-01,LIHC,0.611048101,6.84249373703136
4313,TCGA-DD-AA3A-01,LIHC,0.9287247124,7.2757586459592
4314,TCGA-G3-A7M9-01,LIHC,3.2692467294,7.26924084629077
4315,TCGA-EP-A3JL-01,LIHC,2.185100212,5.51198977982567
4316,TCGA-DD-AAEG-01,LIHC,2.3049773244,5.5804315614229
4317,TCGA-UB-A7MA-01,LIHC,1.7549378467,6.82044544060224
4318,TCGA-XR-A8TG-01,LIHC,1.8773765423,5.5976497763415
4319,TCGA-BC-A10X-01,LIHC,0.0248790078,5.16657900462809
4320,TCGA-EP-A3RK-01,LIHC,1.3232666815,6.46078020768043
4321,TCGA-ED-A66Y-01,LIHC,1.9931468138,6.41447117818253
4322,TCGA-DD-AADF-01,LIHC,4.9622443219,4.85108704652521
4323,TCGA-CC-A9FV-01,LIHC,0.339792316,5.51493227962425
4324,TCGA-MI-A75G-01,LIHC,5.5256130712,5.49907422563985
4325,TCGA-DD-A39V-01,LIHC,1.7438282924,6.02285542058078
4326,TCGA-DD-AACF-01,LIHC,2.6748819935,6.10240570671948
4327,TCGA-G3-AAV0-01,LIHC,3.7287438447,4.49539748269705
4328,TCGA-KR-A7K2-01,LIHC,1.1016954298,5.19585712382125
4329,TCGA-RC-A6M3-01,LIHC,1.8028083118,6.65852923062305
4330,TCGA-DD-AACU-01,LIHC,2.603452839,5.85411610518791
4331,TCGA-G3-A7M5-01,LIHC,4.0743224231,5.27591561450952
4332,TCGA-BW-A5NP-01,LIHC,1.8069608692,6.88911492691685
4333,TCGA-DD-AACN-01,LIHC,0.9939088177,6.04286134645437
4334,TCGA-O8-A75V-01,LIHC,1.5639220753,5.26836809261006
4335,TCGA-ED-A5KG-01,LIHC,0.3647398982,7.34652888249209
4336,TCGA-G3-AAV5-01,LIHC,1.735951505,6.03399407040702
4337,TCGA-NI-A4U2-01,LIHC,2.6910840507,4.6377355011677
4338,TCGA-EP-A2KC-01,LIHC,2.0847999529,5.86639603291475
4339,TCGA-RC-A6M5-01,LIHC,0.5242209291,4.97215638914237
4340,TCGA-2Y-A9GU-01,LIHC,3.2758465454,5.87085082245643
4341,TCGA-G3-AAV2-01,LIHC,1.0231286265,5.52400025079272
4342,TCGA-DD-AAEA-01,LIHC,3.9563719288,5.15801498162771
4343,TCGA-DD-A4ND-01,LIHC,1.374340751,5.78171859357327
4344,TCGA-DD-A4NO-01,LIHC,1.2710644563,5.40849314200328
4345,TCGA-RC-A7SK-01,LIHC,3.6272783147,4.97707698065822
4346,TCGA-CC-A3MB-01,LIHC,1.8006936643,6.59543779247537
4347,TCGA-DD-A4NA-01,LIHC,0.7666570132,7.00332729230572
4348,TCGA-DD-AAE2-01,LIHC,1.8170414291,4.8029718526842
4349,TCGA-RG-A7D4-01,LIHC,2.1741748341,6.40914785769866
4350,TCGA-LG-A9QC-01,LIHC,1.0019563075,5.51058671916116
4351,TCGA-DD-A3A9-01,LIHC,8.7257557376,5.58234174327828
4352,TCGA-G3-A25V-01,LIHC,1.5808079049,5.28937545103103
4353,TCGA-ZP-A9D1-01,LIHC,2.7946058275,5.76023071443712
4354,TCGA-BC-A216-01,LIHC,1.6005303561,5.72958724273167
4355,TCGA-ZP-A9D2-01,LIHC,1.3031981472,6.4392302852518
4356,TCGA-ES-A2HS-01,LIHC,1.5806832013,4.48495537015044
4357,TCGA-DD-AAVS-01,LIHC,1.1690591828,6.16023459534962
4358,TCGA-DD-A4NV-01,LIHC,2.9038649187,5.92552211483495
4359,TCGA-BW-A5NQ-01,LIHC,2.3914432511,7.40610714889036
4360,TCGA-CC-A7IH-01,LIHC,16.222116762,6.01721952126271
4361,TCGA-WQ-A9G7-01,LIHC,10.040630439,6.31859631762554
4362,TCGA-BC-A110-01,LIHC,0,5.04198936234322
4363,TCGA-BC-A10T-01,LIHC,1.6324754725,5.32734074810731
4364,TCGA-MR-A8JO-01,LIHC,0.6346491848,5.00897787874135
4365,TCGA-2Y-A9GX-01,LIHC,1.2167827141,5.58093915184259
4366,TCGA-K7-A5RG-01,LIHC,2.9516135772,5.05334259540958
4367,TCGA-UB-AA0U-01,LIHC,1.608039104,5.55217855529052
4368,TCGA-DD-AAD3-01,LIHC,1.4667851669,5.69075945778912
4369,TCGA-DD-A1ED-01,LIHC,0.5874598785,4.79885472322833
4370,TCGA-DD-AAVZ-01,LIHC,0.846289911,5.74911928085161
4371,TCGA-CC-A123-01,LIHC,1.8516959722,5.6333385046299
4372,TCGA-DD-A11B-01,LIHC,1.080388798,5.59220482615043
4373,TCGA-G3-A25Y-01,LIHC,2.03259681,6.70879510538563
4374,TCGA-DD-AADQ-01,LIHC,2.5648088608,5.36527931832579
4375,TCGA-HP-A5N0-01,LIHC,3.2359520536,5.00567440068778
4376,TCGA-DD-A119-01,LIHC,1.5387724099,5.14827671813357
4377,TCGA-DD-AADO-01,LIHC,4.5857708384,5.8729076087885
4378,TCGA-DD-A4NQ-01,LIHC,2.1218237489,6.19060056197207
4379,TCGA-DD-A4NL-01,LIHC,0.6818957594,4.45094880965758
4380,TCGA-RC-A7SF-01,LIHC,1.9924579014,4.99718792454679
4381,TCGA-DD-A39Y-01,LIHC,0,6.6906378816606
4382,TCGA-ES-A2HT-01,LIHC,1.6722068535,4.35856817310729
4383,TCGA-DD-A4NI-01,LIHC,3.7383454056,5.0143155183264
4384,TCGA-G3-A3CI-01,LIHC,0.3717904229,4.22082702164142
4385,TCGA-WX-AA46-01,LIHC,1.1697758473,5.0545985223168
4386,TCGA-DD-AACD-01,LIHC,1.879771094,5.35199774698512
4387,TCGA-DD-A73G-01,LIHC,2.4101773213,4.96768862796251
4388,TCGA-2Y-A9H0-01,LIHC,1.6918218011,5.48023539040171
4389,TCGA-DD-AACC-01,LIHC,1.9007235718,5.35657917778661
4390,TCGA-DD-A1EE-01,LIHC,16.580361822,6.31377264680321
4391,TCGA-FV-A4ZQ-01,LIHC,1.8316400136,6.74607305568512
4392,TCGA-BC-4073-01,LIHC,3.0737967367,6.5816872170844
4393,TCGA-G3-A3CH-01,LIHC,0.853010652,5.9081428196064
4394,TCGA-G3-A3CK-01,LIHC,4.9781498589,5.29335447121629
4395,TCGA-DD-A116-01,LIHC,2.6043516842,5.84465768996834
4396,TCGA-DD-AAE4-01,LIHC,1.2327010849,4.94357909632533
4397,TCGA-DD-AADW-01,LIHC,1.0109007108,6.72674369105998
4398,TCGA-CC-A3M9-01,LIHC,3.0258070306,6.6816760474712
4399,TCGA-DD-A3A5-01,LIHC,1.5451608806,5.02554927290711
4400,TCGA-FV-A3I1-01,LIHC,1.6150909326,5.05877541524007
4401,TCGA-DD-AAEB-01,LIHC,2.7922005728,4.65694698906444
4402,TCGA-DD-AAE1-01,LIHC,0.9723195217,5.2238168642244
4403,TCGA-DD-A39X-01,LIHC,1.6170892321,4.95609357312746
4404,TCGA-DD-AACG-01,LIHC,2.1980143773,5.82517852166894
4405,TCGA-DD-A4NN-01,LIHC,1.2336875344,6.46638569507088
4406,TCGA-K7-A6G5-01,LIHC,1.7313232791,5.38334293107327
4407,TCGA-2Y-A9H1-01,LIHC,2.86023787,4.37783115232512
4408,TCGA-MI-A75C-01,LIHC,2.6690359493,5.37308591141885
4409,TCGA-ED-A66X-01,LIHC,1.0525316016,5.89220473062473
4410,TCGA-DD-AADB-01,LIHC,2.6058336188,6.44419672466483
4411,TCGA-DD-A4NJ-01,LIHC,1.9675660039,6.82534255896494
4412,TCGA-5C-AAPD-01,LIHC,1.4484157241,5.52377812959413
4413,TCGA-EP-A26S-01,LIHC,2.1931694286,5.76037428349135
4414,TCGA-BD-A2L6-01,LIHC,1.7727179541,4.51473933269528
4415,TCGA-DD-A1EK-01,LIHC,1.4993211048,4.88984537456728
4416,TCGA-RC-A6M4-01,LIHC,3.8711297323,5.7283761302286
4417,TCGA-DD-A1EH-01,LIHC,0.9553202808,6.76800163890003
4418,TCGA-ED-A7PZ-01,LIHC,5.8452825459,5.72207153607824
4419,TCGA-CC-A9FS-01,LIHC,2.3242727532,5.44197228533382
4420,TCGA-CC-A3MA-01,LIHC,1.0150693288,7.48465316454647
4421,TCGA-DD-A4NH-01,LIHC,1.2420494323,6.70974454861737
4422,TCGA-FV-A2QR-01,LIHC,2.5366431837,5.56139272161786
4423,TCGA-2Y-A9H5-01,LIHC,1.5931010037,5.75680468779802
4424,TCGA-5C-A9VG-01,LIHC,2.8178138822,6.56924140904247
4425,TCGA-PD-A5DF-01,LIHC,0.9850214182,5.82681931864676
4426,TCGA-DD-A73F-01,LIHC,1.5837958677,4.87925211683931
4427,TCGA-DD-A1EI-01,LIHC,1.2301716416,6.17171541408856
4428,TCGA-ZS-A9CF-01,LIHC,1.964397788,5.3000142660001
4429,TCGA-ZS-A9CE-01,LIHC,2.5825056865,4.5979109230958
4430,TCGA-DD-AAVV-01,LIHC,2.8348231419,5.81301764912442
4431,TCGA-CC-5259-01,LIHC,3.3758111825,4.42763829786398
4432,TCGA-UB-A7ME-01,LIHC,1.8758323852,5.82732545162618
4433,TCGA-DD-A4NK-01,LIHC,1.7501795736,5.89876457305641
4434,TCGA-DD-AACS-01,LIHC,1.0151722815,5.23364454266459
4435,TCGA-DD-A39W-01,LIHC,0.938788732,5.83335203640968
4436,TCGA-DD-AACV-01,LIHC,2.3058810271,5.35832228114515
4437,TCGA-CC-A7IG-01,LIHC,3.1820490411,6.15470239682734
4438,TCGA-DD-AADV-01,LIHC,2.2202524186,5.83838866348017
4439,TCGA-CC-A8HS-01,LIHC,1.0977756041,5.6767026175001
4440,TCGA-DD-AADJ-01,LIHC,1.430500318,5.09278068677908
4441,TCGA-MI-A75E-01,LIHC,2.8470113076,5.09542438890182
4442,TCGA-DD-A118-01,LIHC,2.6734821967,5.57354815084209
4443,TCGA-BC-A10Q-01,LIHC,0.788151415,7.09423284109403
4444,TCGA-BC-A3KG-01,LIHC,0,6.76513775568824
4445,TCGA-CC-5263-01,LIHC,2.703213985,6.665218685988
4446,TCGA-BC-A69H-01,LIHC,2.2564631634,6.21687919255306
4447,TCGA-DD-A11A-01,LIHC,3.1092258328,6.30175349944593
4448,TCGA-DD-AADR-01,LIHC,1.9474628382,5.97420564076832
4449,TCGA-DD-A3A7-01,LIHC,2.9299922433,5.27782726631028
4450,TCGA-DD-A11C-01,LIHC,2.1002504644,5.56917255592117
4451,TCGA-DD-AAVW-01,LIHC,0.8108907493,5.36854269561544
4452,TCGA-ZP-A9CV-01,LIHC,2.3479740651,5.37351914942674
4453,TCGA-ED-A7XO-01,LIHC,1.3769823829,5.16417207741864
4454,TCGA-2Y-A9GZ-01,LIHC,1.9880416386,4.95121320168679
4455,TCGA-DD-AAEE-01,LIHC,1.7313427639,5.62999587854141
4456,TCGA-ZS-A9CD-01,LIHC,2.1542980388,5.23006032032665
4457,TCGA-CC-A8HU-01,LIHC,2.0170420374,6.87881354325599
4458,TCGA-DD-A73B-01,LIHC,1.7960619853,5.75256971021329
4459,TCGA-MR-A520-01,LIHC,0.3697128585,4.47682406112356
4460,TCGA-CC-A3MC-01,LIHC,2.3506166339,5.78724657887046
4461,TCGA-BC-A10S-01,LIHC,0,5.15431873473564
4462,TCGA-DD-A1EA-01,LIHC,0,5.57369248543743
4463,TCGA-3K-AAZ8-01,LIHC,2.8560200194,5.41418946150058
4464,TCGA-FV-A2QQ-01,LIHC,2.80531821,5.6682559129178
4465,TCGA-DD-AACI-01,LIHC,7.7439069761,5.63570992906439
4466,TCGA-DD-AAD0-01,LIHC,2.4165105963,6.32699240875554
4467,TCGA-DD-A114-01,LIHC,2.3980368928,6.25047263794732
4468,TCGA-2Y-A9H6-01,LIHC,1.0884617539,4.96135483562912
4469,TCGA-G3-A25U-01,LIHC,1.7814072993,5.39887492086298
4470,TCGA-FV-A3R2-01,LIHC,1.7903613238,6.55222441519716
4471,TCGA-DD-A1EG-01,LIHC,0,5.96488152542836
4472,TCGA-RC-A7S9-01,LIHC,1.3400262145,5.51540496795647
4473,TCGA-CC-A8HT-01,LIHC,4.3687461947,6.36708555677883
4474,TCGA-2Y-A9H2-01,LIHC,1.1963041039,7.20495734065128
4475,TCGA-EP-A2KA-01,LIHC,2.5666529303,5.59965375997729
4476,TCGA-WQ-AB4B-01,LIHC,1.4751459312,5.15953169970766
4477,TCGA-DD-AACW-01,LIHC,1.0763926637,5.9604954336044
4478,TCGA-DD-A39Z-01,LIHC,1.7732837181,5.88718007416265
4479,TCGA-DD-AAE7-01,LIHC,5.3936572864,4.87762648246081
4480,TCGA-DD-AACH-01,LIHC,2.1274286218,7.27275378284342
4481,TCGA-LG-A9QD-01,LIHC,2.2964871796,5.00924576436282
4482,TCGA-BC-A3KF-01,LIHC,1.9434020908,5.13188144620184
4483,TCGA-DD-A115-01,LIHC,2.1072339902,5.24592228736496
4484,TCGA-2Y-A9H3-01,LIHC,3.7785847806,4.6374275127939
4485,TCGA-BC-A217-01,LIHC,2.3202771944,6.10073483437019
4486,TCGA-G3-AAV4-01,LIHC,2.2882563768,6.35417780591959
4487,TCGA-DD-AADI-01,LIHC,2.4269364119,6.16622638284852
4488,TCGA-FV-A3R3-01,LIHC,1.2684863111,5.10431224618848
4489,TCGA-CC-5261-01,LIHC,0,6.38375991895797
4490,TCGA-BW-A5NO-01,LIHC,3.4286415462,5.57992540356827
4491,TCGA-DD-A4NB-01,LIHC,0.6130458884,5.5329086462649
4492,TCGA-2Y-A9H4-01,LIHC,1.5765221412,5.27797606656272
4493,TCGA-DD-AAVY-01,LIHC,1.9894243174,5.88093429084258
4494,TCGA-XR-A8TD-01,LIHC,1.2084038981,5.33281906341707
4495,TCGA-DD-AADG-01,LIHC,3.5864870028,5.17097715148151
4496,TCGA-DD-A4NE-01,LIHC,1.3781174464,6.1100849955225
4497,TCGA-2Y-A9H7-01,LIHC,1.7644458428,5.66520903403911
4498,TCGA-ED-A7PY-01,LIHC,0.6289587291,5.95300307848594
4499,TCGA-G3-A25S-01,LIHC,3.3925552798,6.2092754594439
4500,TCGA-DD-AAE3-01,LIHC,3.4292941772,5.0431893626315
4501,TCGA-YA-A8S7-01,LIHC,1.5538123831,6.75254010664276
4502,TCGA-CC-5260-01,LIHC,1.3041611743,7.54317758774867
4503,TCGA-K7-A5RF-01,LIHC,1.2041527488,4.78027833157782
4504,TCGA-CC-A5UC-01,LIHC,1.2648272004,6.41617140809144
4505,TCGA-DD-A3A6-01,LIHC,0.6518155958,4.37396221074159
4506,TCGA-FV-A3I0-01,LIHC,1.8192876003,6.77624656826483
4507,TCGA-CC-A7IF-01,LIHC,2.7927947045,5.15297410756163
4508,TCGA-FV-A496-01,LIHC,2.7942457167,5.31769966143956
4509,TCGA-DD-A4NP-01,LIHC,0.6318865431,4.94965067873836
4510,TCGA-DD-AAED-01,LIHC,1.3740527022,5.93232055832555
4511,TCGA-DD-A73E-01,LIHC,2.6935365304,6.59865694294024
4512,TCGA-CC-A5UD-01,LIHC,4.9210064795,6.54639453098306
4513,TCGA-DD-AACK-01,LIHC,2.8633138184,5.89976026038561
4514,TCGA-DD-A1EB-01,LIHC,3.9838334456,5.39070112555838
4515,TCGA-NI-A8LF-01,LIHC,2.1358861445,5.03590011276624
4516,TCGA-ED-A4XI-01,LIHC,3.4869477778,5.26328711231233
4517,TCGA-BC-A5W4-01,LIHC,1.6241488029,5.3438475700934
4518,TCGA-DD-A4NF-01,LIHC,3.163498441,6.30644015154438
4519,TCGA-DD-A3A2-01,LIHC,1.6614505639,4.62107271200218
4520,TCGA-CC-5262-01,LIHC,3.0629189289,5.86634329875696
4521,TCGA-BC-A10Y-01,LIHC,1.2941648012,5.52685810118908
4522,TCGA-FV-A495-01,LIHC,2.5523113361,5.23506571784919
4523,TCGA-KR-A7K7-01,LIHC,1.5116630473,5.78611794161283
4524,TCGA-CC-5258-01,LIHC,3.1526344105,6.73042162513222
4525,TCGA-5R-AA1D-01,LIHC,0.2677760124,5.36198097601944
4526,TCGA-ED-A97K-01,LIHC,1.03601117,6.58575798779653
4527,TCGA-LG-A6GG-01,LIHC,4.2983791353,6.02500552973869
4528,TCGA-EP-A2KB-01,LIHC,1.8933103741,5.13299416574276
4529,TCGA-WJ-A86L-01,LIHC,2.8779098687,4.80021869390116
4530,TCGA-2Y-A9GY-01,LIHC,1.5691495352,6.17676559190357
4531,TCGA-DD-AADM-01,LIHC,3.8264128102,5.41734932850537
4532,TCGA-DD-AACJ-01,LIHC,2.1429890967,5.26032735436792
4533,TCGA-GJ-A6C0-01,LIHC,1.2277816314,5.48620751549316
4534,TCGA-DD-A1EJ-01,LIHC,1.4045701639,6.39027590448704
4535,TCGA-XR-A8TF-01,LIHC,3.1413271232,6.18872013007581
4536,TCGA-K7-AAU7-01,LIHC,1.5415177715,6.55972016708786
4537,TCGA-CC-A7IL-01,LIHC,2.357357893,5.11129139024643
4538,TCGA-G3-AAV7-01,LIHC,1.7060410939,7.22916485249226
4539,TCGA-DD-A3A1-01,LIHC,0,5.68048712012414
4540,TCGA-DD-A11D-01,LIHC,2.7540496481,5.34533444881898
4541,TCGA-DD-AAE6-01,LIHC,1.6611223451,5.45210069741772
4542,TCGA-DD-AADL-01,LIHC,2.8995848428,6.02927846352875
