,Samlpe,Type,TMB.score,Genes
2463,TCGA-BA-4076-01,HNSC,8.1526503386,7.54675508481051
2464,TCGA-BA-4078-01,HNSC,10.598752648,7.01701099110458
2465,TCGA-BA-5151-01,HNSC,1.7816204857,6.38845680585796
2466,TCGA-BA-5152-01,HNSC,11.637324422,6.63333129546306
2467,TCGA-BA-5153-01,HNSC,1.012053188,5.97039985659679
2468,TCGA-BA-5555-01,HNSC,3.5147732386,7.17417298358686
2469,TCGA-BA-5556-01,HNSC,3.3907358541,6.35138518073426
2470,TCGA-BA-5557-01,HNSC,1.0169367031,5.45977666723166
2471,TCGA-BA-5558-01,HNSC,3.2571388482,6.19313800152742
2472,TCGA-BA-5559-01,HNSC,1.6315894495,6.54156360618615
2473,TCGA-BA-6868-01,HNSC,3.7321575102,6.90663030287419
2474,TCGA-BA-6869-01,HNSC,12.235554303,6.67257517584967
2475,TCGA-BA-6870-01,HNSC,2.1349994792,6.65037574151757
2476,TCGA-BA-6871-01,HNSC,3.6257714803,7.35189534658249
2477,TCGA-BA-6872-01,HNSC,4.3045942699,6.990269693085
2478,TCGA-BA-6873-01,HNSC,1.5899489785,7.3113775762835
2479,TCGA-BA-7269-01,HNSC,2.232048128,6.39831042953035
2480,TCGA-BA-A4IF-01,HNSC,2.4195048526,7.38206898798346
2481,TCGA-BA-A4IG-01,HNSC,3.0077187516,7.06690258134806
2482,TCGA-BA-A4IH-01,HNSC,1.2336920967,7.93012267463673
2483,TCGA-BA-A4II-01,HNSC,2.3574126166,7.14344499022095
2484,TCGA-BA-A6D8-01,HNSC,2.9641724074,6.86672340142786
2485,TCGA-BA-A6DA-01,HNSC,17.669949857,5.32076724795003
2486,TCGA-BA-A6DB-01,HNSC,0.4235424788,6.53916670337449
2487,TCGA-BA-A6DD-01,HNSC,1.5633676414,6.59849116896916
2488,TCGA-BA-A6DE-01,HNSC,2.8883241266,6.41054835961089
2489,TCGA-BA-A6DG-01,HNSC,0.5511074577,6.7797284579919
2490,TCGA-BA-A6DI-01,HNSC,2.6664964648,6.86813600418506
2491,TCGA-BA-A6DJ-01,HNSC,6.1237426675,7.15610807871298
2492,TCGA-BA-A6DL-01,HNSC,2.188511005,7.57040248281844
2493,TCGA-BA-A8YP-01,HNSC,3.6764795992,7.57363551438469
2494,TCGA-BB-4217-01,HNSC,0.7340795129,6.71960629550633
2495,TCGA-BB-4223-01,HNSC,3.5254164343,6.94572563542694
2496,TCGA-BB-4224-01,HNSC,1.8693654034,7.87992298507602
2497,TCGA-BB-4225-01,HNSC,1.4831918002,6.58639718864817
2498,TCGA-BB-4227-01,HNSC,5.6683087127,5.777056847843
2499,TCGA-BB-4228-01,HNSC,0.8977966023,6.694242739507
2500,TCGA-BB-8596-01,HNSC,2.0276906064,7.29933981822223
2501,TCGA-BB-8601-01,HNSC,1.6434742612,7.54363345071457
2502,TCGA-BB-A5HU-01,HNSC,4.1770912701,7.63060014860246
2503,TCGA-BB-A5HY-01,HNSC,5.0676680532,7.10553517454877
2504,TCGA-BB-A5HZ-01,HNSC,1.6347893733,6.83495987086891
2505,TCGA-BB-A6UM-01,HNSC,1.5574752597,7.23363874278332
2506,TCGA-BB-A6UO-01,HNSC,2.6655620423,6.57461702423733
2507,TCGA-C9-A47Z-01,HNSC,2.637381186,6.66825370177173
2508,TCGA-C9-A480-01,HNSC,1.1386057431,6.20628816930388
2509,TCGA-CN-4723-01,HNSC,19.714302684,6.44013516087755
2510,TCGA-CN-4725-01,HNSC,1.3122490097,6.78636570920654
2511,TCGA-CN-4726-01,HNSC,1.4693086648,5.8511170989483
2512,TCGA-CN-4727-01,HNSC,10.503176076,6.53663434664488
2513,TCGA-CN-4728-01,HNSC,2.9718516862,6.28668624981264
2514,TCGA-CN-4729-01,HNSC,3.1788497502,6.16339509041239
2515,TCGA-CN-4730-01,HNSC,3.8228364896,7.36299935658956
2516,TCGA-CN-4731-01,HNSC,2.5461256543,6.78975454606805
2517,TCGA-CN-4733-01,HNSC,0.4995175542,6.13105729294009
2518,TCGA-CN-4734-01,HNSC,3.39797509,5.84945241307011
2519,TCGA-CN-4735-01,HNSC,3.3697085887,7.20039640619752
2520,TCGA-CN-4736-01,HNSC,2.4195908029,6.35664785643389
2521,TCGA-CN-4737-01,HNSC,0.9238210965,6.60556371529942
2522,TCGA-CN-4738-01,HNSC,2.232800672,6.55832553591392
2523,TCGA-CN-4739-01,HNSC,5.079583385,6.51878805315792
2524,TCGA-CN-4740-01,HNSC,3.4804287911,6.17635654412025
2525,TCGA-CN-4741-01,HNSC,2.7047393753,6.67634932446176
2526,TCGA-CN-4742-01,HNSC,1.7888851455,6.15150557627765
2527,TCGA-CN-5355-01,HNSC,2.5325533707,6.58392957942
2528,TCGA-CN-5356-01,HNSC,8.7832735772,6.77711212713232
2529,TCGA-CN-5358-01,HNSC,0.829795258,6.31381939566457
2530,TCGA-CN-5359-01,HNSC,3.5320133211,7.14693548862204
2531,TCGA-CN-5360-01,HNSC,13.260344828,6.33096104003287
2532,TCGA-CN-5361-01,HNSC,2.4225456521,7.2868887048075
2533,TCGA-CN-5363-01,HNSC,4.3229809076,7.28776878713031
2534,TCGA-CN-5364-01,HNSC,3.474828746,6.88422018486079
2535,TCGA-CN-5365-01,HNSC,1.8317641411,6.70266127264751
2536,TCGA-CN-5366-01,HNSC,2.4078681066,6.90352910411081
2537,TCGA-CN-5367-01,HNSC,2.4573357369,7.10471010550119
2538,TCGA-CN-5369-01,HNSC,10.849331819,6.50195665321651
2539,TCGA-CN-5370-01,HNSC,2.5892796572,7.15141251021803
2540,TCGA-CN-5373-01,HNSC,3.3631002269,5.70635422896385
2541,TCGA-CN-5374-01,HNSC,3.444619756,6.69716730490363
2542,TCGA-CN-6010-01,HNSC,3.7958295254,6.65769198465948
2543,TCGA-CN-6011-01,HNSC,9.1241227164,6.27731904009961
2544,TCGA-CN-6012-01,HNSC,3.1792326286,6.68107797923201
2545,TCGA-CN-6013-01,HNSC,4.8223636843,6.74321277855468
2546,TCGA-CN-6016-01,HNSC,2.8860057792,6.50913413941672
2547,TCGA-CN-6017-01,HNSC,0.0609774056,5.83167425484607
2548,TCGA-CN-6018-01,HNSC,2.6465906239,6.65907637274228
2549,TCGA-CN-6019-01,HNSC,3.4997058286,6.3455494484151
2550,TCGA-CN-6020-01,HNSC,3.2630047053,6.60831182805172
2551,TCGA-CN-6021-01,HNSC,7.4835917013,6.20890783068632
2552,TCGA-CN-6022-01,HNSC,1.7203308042,7.16972143918212
2553,TCGA-CN-6023-01,HNSC,2.8370471501,7.1892510248791
2554,TCGA-CN-6024-01,HNSC,3.7667865781,6.89853647597865
2555,TCGA-CN-6988-01,HNSC,3.9945159201,6.76756732544604
2556,TCGA-CN-6989-01,HNSC,2.4540111016,6.63338995797772
2557,TCGA-CN-6992-01,HNSC,8.554507807,6.6875794579634
2558,TCGA-CN-6994-01,HNSC,2.8967389319,6.61050381316245
2559,TCGA-CN-6995-01,HNSC,5.6375685465,7.45219195554469
2560,TCGA-CN-6996-01,HNSC,1.3348095338,7.05385629092134
2561,TCGA-CN-6997-01,HNSC,3.6116781015,7.60000773387948
2562,TCGA-CN-6998-01,HNSC,1.7477422447,5.91109843911907
2563,TCGA-CN-A497-01,HNSC,9.5312287732,7.33074146448936
2564,TCGA-CN-A498-01,HNSC,3.0201029529,6.60664332461685
2565,TCGA-CN-A499-01,HNSC,0.8706509857,7.57926923722699
2566,TCGA-CN-A49A-01,HNSC,2.9573188764,7.67208645169172
2567,TCGA-CN-A49B-01,HNSC,2.6993373898,7.53312127488346
2568,TCGA-CN-A49C-01,HNSC,1.2137283776,6.88648849380248
2569,TCGA-CN-A63T-01,HNSC,6.0596003647,7.61453472734132
2570,TCGA-CN-A63U-01,HNSC,13.419182505,6.77115429289333
2571,TCGA-CN-A63V-01,HNSC,2.1761173582,6.49729161621068
2572,TCGA-CN-A63W-01,HNSC,10.519004267,7.2762144379257
2573,TCGA-CN-A641-01,HNSC,5.2102151537,7.48342711890453
2574,TCGA-CN-A642-01,HNSC,1.9320308101,7.83981830455293
2575,TCGA-CN-A6UY-01,HNSC,0.8872108076,6.60410102450174
2576,TCGA-CN-A6V3-01,HNSC,5.7266714423,7.2769000602463
2577,TCGA-CN-A6V6-01,HNSC,1.6616093104,6.67760654960419
2578,TCGA-CN-A6V7-01,HNSC,1.1652257485,6.62165054492439
2579,TCGA-CQ-5323-01,HNSC,1.5458778818,6.70676542261256
2580,TCGA-CQ-5324-01,HNSC,1.9325767531,6.26554348459605
2581,TCGA-CQ-5325-01,HNSC,1.4479189001,6.30561665310567
2582,TCGA-CQ-5326-01,HNSC,5.1150840447,6.88813001327152
2583,TCGA-CQ-5327-01,HNSC,5.7843235648,6.4571876154029
2584,TCGA-CQ-5329-01,HNSC,0.8466731988,8.30695061961914
2585,TCGA-CQ-5330-01,HNSC,1.5150074976,6.87541987451241
2586,TCGA-CQ-5331-01,HNSC,3.5200879445,6.37526202317155
2587,TCGA-CQ-5332-01,HNSC,3.7172799919,6.80986436039402
2588,TCGA-CQ-5333-01,HNSC,5.0195355333,6.66053542005393
2589,TCGA-CQ-5334-01,HNSC,4.6707388433,6.63513172113371
2590,TCGA-CQ-6218-01,HNSC,2.9689430915,6.23346476272944
2591,TCGA-CQ-6219-01,HNSC,1.742072779,7.56934190432838
2592,TCGA-CQ-6220-01,HNSC,2.6914916595,6.65931335844747
2593,TCGA-CQ-6222-01,HNSC,1.4603539677,5.89695269569717
2594,TCGA-CQ-6223-01,HNSC,2.2626975815,6.23060517529338
2595,TCGA-CQ-6224-01,HNSC,1.3334989243,7.00126166847653
2596,TCGA-CQ-6225-01,HNSC,3.6569431872,7.30875401626331
2597,TCGA-CQ-6227-01,HNSC,1.1305910629,6.75009271299567
2598,TCGA-CQ-6228-01,HNSC,2.8710467555,7.26897341724193
2599,TCGA-CQ-6229-01,HNSC,0.6810063912,6.65745262458164
2600,TCGA-CQ-7063-01,HNSC,3.2270453144,6.55221461303095
2601,TCGA-CQ-7065-01,HNSC,0.9201749461,6.26428064259094
2602,TCGA-CQ-7068-01,HNSC,2.6122744682,7.9031767684089
2603,TCGA-CQ-7069-01,HNSC,2.3735729929,6.90261807217723
2604,TCGA-CQ-7071-01,HNSC,11.751227378,6.67384822404101
2605,TCGA-CQ-7072-01,HNSC,3.2296217415,7.80317826274555
2606,TCGA-CQ-A4C6-01,HNSC,2.7370203203,6.99891618274926
2607,TCGA-CQ-A4C9-01,HNSC,2.3286057326,7.67207147588525
2608,TCGA-CQ-A4CA-01,HNSC,0,7.21750482282079
2609,TCGA-CQ-A4CB-01,HNSC,2.423559054,7.34485742140296
2610,TCGA-CQ-A4CD-01,HNSC,4.2488149422,7.15371976708582
2611,TCGA-CQ-A4CE-01,HNSC,1.6740565386,5.92934310263069
2612,TCGA-CQ-A4CG-01,HNSC,1.9034558781,7.44416032820872
2613,TCGA-CQ-A4CH-01,HNSC,0.4841508933,7.75591629507657
2614,TCGA-CQ-A4CI-01,HNSC,2.5898467475,7.93730005273939
2615,TCGA-CR-5243-01,HNSC,1.378266506,6.59181929132342
2616,TCGA-CR-5247-01,HNSC,1.6879524749,6.79841606569412
2617,TCGA-CR-5248-01,HNSC,8.3163129545,6.70811568479587
2618,TCGA-CR-5249-01,HNSC,0.5927388308,6.43556379602087
2619,TCGA-CR-5250-01,HNSC,0.8651020431,6.61238037661858
2620,TCGA-CR-6467-01,HNSC,0.9403679754,6.83538172257496
2621,TCGA-CR-6470-01,HNSC,0.9973048131,6.93612162870511
2622,TCGA-CR-6471-01,HNSC,3.2211564602,6.22285854739578
2623,TCGA-CR-6472-01,HNSC,11.733904121,6.21911804226484
2624,TCGA-CR-6473-01,HNSC,2.3767543794,6.24185336909276
2625,TCGA-CR-6474-01,HNSC,2.4419141441,7.46592223907545
2626,TCGA-CR-6477-01,HNSC,1.9003900887,7.14690476356474
2627,TCGA-CR-6478-01,HNSC,2.4303660125,6.99196089844447
2628,TCGA-CR-6480-01,HNSC,2.5046151261,6.61333572102613
2629,TCGA-CR-6481-01,HNSC,12.253023522,6.54136249097948
2630,TCGA-CR-6482-01,HNSC,0.9861392746,6.42815643192039
2631,TCGA-CR-6484-01,HNSC,6.1325048555,6.84977777886021
2632,TCGA-CR-6487-01,HNSC,3.3133561624,6.3190486188142
2633,TCGA-CR-6488-01,HNSC,0.9193641065,6.29945559052672
2634,TCGA-CR-6491-01,HNSC,3.103973719,5.96868630673866
2635,TCGA-CR-6492-01,HNSC,1.4138288816,6.39090038740701
2636,TCGA-CR-6493-01,HNSC,0.8410561868,7.0094991701119
2637,TCGA-CR-7364-01,HNSC,11.739550091,7.10906037461632
2638,TCGA-CR-7365-01,HNSC,4.0922873036,7.04752625679303
2639,TCGA-CR-7367-01,HNSC,4.1120164611,6.84427697216009
2640,TCGA-CR-7368-01,HNSC,5.4146076368,6.86747889617155
2641,TCGA-CR-7369-01,HNSC,1.907696655,7.10740876302514
2642,TCGA-CR-7370-01,HNSC,13.182570459,7.33472566052665
2643,TCGA-CR-7371-01,HNSC,7.1692673723,6.73602858182573
2644,TCGA-CR-7372-01,HNSC,1.1661294891,6.09670568772187
2645,TCGA-CR-7373-01,HNSC,2.5411157583,7.43269798339727
2646,TCGA-CR-7374-01,HNSC,8.387211711,6.71500589529072
2647,TCGA-CR-7376-01,HNSC,1.4222097068,6.52273077785526
2648,TCGA-CR-7377-01,HNSC,2.6737723019,7.01790350801899
2649,TCGA-CR-7379-01,HNSC,2.9709291982,7.05209844525523
2650,TCGA-CR-7380-01,HNSC,2.4472037638,7.48287323279883
2651,TCGA-CR-7382-01,HNSC,2.1392655421,7.64757382682932
2652,TCGA-CR-7383-01,HNSC,2.7947790366,6.6363584762705
2653,TCGA-CR-7385-01,HNSC,0.9349838252,6.70734600834212
2654,TCGA-CR-7386-01,HNSC,4.3197342012,6.53136172546265
2655,TCGA-CR-7388-01,HNSC,17.417192996,6.3045918258087
2656,TCGA-CR-7389-01,HNSC,2.3193291748,5.49353983035842
2657,TCGA-CR-7390-01,HNSC,3.1861754827,7.30330525264963
2658,TCGA-CR-7391-01,HNSC,0.1172389707,5.53229470712075
2659,TCGA-CR-7392-01,HNSC,0.4586955679,6.22857465800292
2660,TCGA-CR-7393-01,HNSC,0,5.64239984867376
2661,TCGA-CR-7394-01,HNSC,3.6078477327,5.82426195140221
2662,TCGA-CR-7395-01,HNSC,3.3542903561,6.73346158863772
2663,TCGA-CR-7397-01,HNSC,0.8708464724,6.40471814365751
2664,TCGA-CR-7398-01,HNSC,8.6126691772,7.94361945227072
2665,TCGA-CR-7399-01,HNSC,7.3917010829,7.47326866738852
2666,TCGA-CR-7401-01,HNSC,1.7675656399,6.03979268135913
2667,TCGA-CR-7402-01,HNSC,24.833006743,7.06434064539949
2668,TCGA-CR-7404-01,HNSC,2.9146519767,6.99236144536249
2669,TCGA-CV-5430-01,HNSC,3.4181907321,7.04099864924563
2670,TCGA-CV-5432-01,HNSC,6.7376202688,6.5521219375316
2671,TCGA-CV-5434-01,HNSC,3.6745394231,6.72598753887626
2672,TCGA-CV-5435-01,HNSC,2.8063583752,6.68245570415941
2673,TCGA-CV-5436-01,HNSC,2.3617349988,7.22632502818612
2674,TCGA-CV-5439-01,HNSC,2.7462919099,7.09497685559134
2675,TCGA-CV-5440-01,HNSC,2.9746270817,6.88085225406524
2676,TCGA-CV-5441-01,HNSC,9.1687522062,6.80894010194435
2677,TCGA-CV-5442-01,HNSC,6.1253840715,6.12935529735655
2678,TCGA-CV-5443-01,HNSC,1.1986338656,6.50915883552856
2679,TCGA-CV-5444-01,HNSC,2.9489419326,6.84405938377065
2680,TCGA-CV-5966-01,HNSC,2.8721311491,7.59999607510231
2681,TCGA-CV-5970-01,HNSC,4.6276166051,6.08376033563333
2682,TCGA-CV-5971-01,HNSC,0.2439086557,6.51460451520024
2683,TCGA-CV-5973-01,HNSC,1.3706933159,5.46164688943801
2684,TCGA-CV-5976-01,HNSC,1.8576872683,6.99635008920535
2685,TCGA-CV-5977-01,HNSC,1.954308571,6.80632522810977
2686,TCGA-CV-5978-01,HNSC,4.4107209726,7.21968263658524
2687,TCGA-CV-5979-01,HNSC,0.7563227828,6.61771862220871
2688,TCGA-CV-6003-01,HNSC,2.5476902433,6.98378106289875
2689,TCGA-CV-6433-01,HNSC,1.242338107,7.65818909768617
2690,TCGA-CV-6436-01,HNSC,1.9362535122,5.71277107106392
2691,TCGA-CV-6441-01,HNSC,5.5370520662,6.96639638919779
2692,TCGA-CV-6933-01,HNSC,2.853632427,6.86617946618393
2693,TCGA-CV-6934-01,HNSC,2.372163661,6.61346780154264
2694,TCGA-CV-6935-01,HNSC,5.6742783367,6.56077969979351
2695,TCGA-CV-6936-01,HNSC,6.8661153186,7.04997753048618
2696,TCGA-CV-6937-01,HNSC,3.2679424791,7.17835800147034
2697,TCGA-CV-6938-01,HNSC,3.4874849134,6.96387500755903
2698,TCGA-CV-6939-01,HNSC,0.9200428728,7.14991675102259
2699,TCGA-CV-6940-01,HNSC,3.286950708,7.46391494519373
2700,TCGA-CV-6941-01,HNSC,3.4658747581,6.87373665049439
2701,TCGA-CV-6942-01,HNSC,5.6547435137,6.93327847055948
2702,TCGA-CV-6943-01,HNSC,1.2665106973,5.97607119288446
2703,TCGA-CV-6945-01,HNSC,3.1274284593,6.51918336095089
2704,TCGA-CV-6948-01,HNSC,4.7871747687,7.13098708947394
2705,TCGA-CV-6950-01,HNSC,1.4295874994,7.16176674311405
2706,TCGA-CV-6951-01,HNSC,3.2700812615,7.15994577372522
2707,TCGA-CV-6952-01,HNSC,4.1575964964,6.50263379260437
2708,TCGA-CV-6953-01,HNSC,2.8865367215,6.46388630955082
2709,TCGA-CV-6954-01,HNSC,3.2323481175,7.13178459448615
2710,TCGA-CV-6955-01,HNSC,2.5178172901,5.05402505481322
2711,TCGA-CV-6956-01,HNSC,4.4218347153,6.93581525950365
2712,TCGA-CV-6959-01,HNSC,1.4857502134,6.60887862024143
2713,TCGA-CV-6960-01,HNSC,4.4499924291,6.78935036688804
2714,TCGA-CV-6961-01,HNSC,13.767585025,6.89432352415944
2715,TCGA-CV-6962-01,HNSC,4.0780472762,7.05662768704465
2716,TCGA-CV-7089-01,HNSC,4.0736488951,6.53214463054013
2717,TCGA-CV-7090-01,HNSC,1.1162605647,7.27786896358802
2718,TCGA-CV-7091-01,HNSC,3.2815780617,7.24648949665625
2719,TCGA-CV-7095-01,HNSC,5.6675328889,6.44068910876626
2720,TCGA-CV-7097-01,HNSC,2.0873686678,7.01339615002988
2721,TCGA-CV-7099-01,HNSC,6.9315697227,6.65464631823907
2722,TCGA-CV-7100-01,HNSC,0.4710749388,7.38757501869017
2723,TCGA-CV-7101-01,HNSC,4.4548689032,6.54843308652681
2724,TCGA-CV-7102-01,HNSC,3.5349472481,7.10285014351026
2725,TCGA-CV-7103-01,HNSC,1.0225948766,6.54495004352976
2726,TCGA-CV-7104-01,HNSC,2.4940518314,6.64562556041827
2727,TCGA-CV-7177-01,HNSC,2.4529336064,6.45374438273087
2728,TCGA-CV-7178-01,HNSC,2.7889083141,8.14206685960217
2729,TCGA-CV-7180-01,HNSC,1.2634057264,6.76840739638807
2730,TCGA-CV-7183-01,HNSC,1.4475928818,5.41140664069984
2731,TCGA-CV-7235-01,HNSC,3.2090014079,7.05837357502434
2732,TCGA-CV-7236-01,HNSC,0.9194792219,7.13710199221204
2733,TCGA-CV-7238-01,HNSC,1.3671338758,6.55400829395233
2734,TCGA-CV-7242-01,HNSC,7.6861203542,5.86514060670113
2735,TCGA-CV-7245-01,HNSC,12.337002412,6.78849546671139
2736,TCGA-CV-7247-01,HNSC,1.7826549659,7.53294719200267
2737,TCGA-CV-7248-01,HNSC,7.1654914342,7.03016934742363
2738,TCGA-CV-7250-01,HNSC,5.3162882638,6.7060020598371
2739,TCGA-CV-7252-01,HNSC,5.334674557,6.50744949599588
2740,TCGA-CV-7253-01,HNSC,4.7304030861,6.67365167412158
2741,TCGA-CV-7254-01,HNSC,6.3840524729,7.02174728354123
2742,TCGA-CV-7255-01,HNSC,2.7322998419,7.39253331384645
2743,TCGA-CV-7261-01,HNSC,2.8075063973,7.06358490417929
2744,TCGA-CV-7263-01,HNSC,2.8401846363,7.0863296604276
2745,TCGA-CV-7406-01,HNSC,4.5905197492,6.96208830276211
2746,TCGA-CV-7407-01,HNSC,2.8200438664,7.09194795331088
2747,TCGA-CV-7410-01,HNSC,1.0632203907,6.88227622891462
2748,TCGA-CV-7411-01,HNSC,2.9345419244,5.19442222279286
2749,TCGA-CV-7413-01,HNSC,1.8936646807,6.37639933491744
2750,TCGA-CV-7414-01,HNSC,6.5900198428,6.62330657975381
2751,TCGA-CV-7415-01,HNSC,1.9344956678,6.22273242297145
2752,TCGA-CV-7416-01,HNSC,1.6509022118,7.30564572509305
2753,TCGA-CV-7418-01,HNSC,4.3607057907,7.13876401059824
2754,TCGA-CV-7421-01,HNSC,1.4549427172,6.52983336698346
2755,TCGA-CV-7422-01,HNSC,3.4098868893,7.40418304865635
2756,TCGA-CV-7423-01,HNSC,1.7087742294,6.78306703272092
2757,TCGA-CV-7424-01,HNSC,4.5542841841,7.25881469287292
2758,TCGA-CV-7425-01,HNSC,2.7843930577,6.3221389104124
2759,TCGA-CV-7427-01,HNSC,11.535533288,6.30847934545689
2760,TCGA-CV-7429-01,HNSC,1.3349287611,7.1476976906044
2761,TCGA-CV-7430-01,HNSC,2.7800728824,5.54158195983123
2762,TCGA-CV-7432-01,HNSC,3.8377479881,6.82944604848917
2763,TCGA-CV-7433-01,HNSC,2.8813303993,6.29580857758934
2764,TCGA-CV-7434-01,HNSC,2.3838284218,6.7302193784118
2765,TCGA-CV-7435-01,HNSC,2.2179498921,6.93053707324051
2766,TCGA-CV-7437-01,HNSC,3.2126350318,6.9001726597765
2767,TCGA-CV-7438-01,HNSC,2.439851995,6.76690904686515
2768,TCGA-CV-7440-01,HNSC,5.652413966,7.69150847150747
2769,TCGA-CV-7446-01,HNSC,3.4950005037,7.21596930737567
2770,TCGA-CV-7568-01,HNSC,55.474815507,7.5132198504676
2771,TCGA-CV-A45O-01,HNSC,3.797894784,4.51475001520425
2772,TCGA-CV-A45P-01,HNSC,4.0620791611,5.7329251534594
2773,TCGA-CV-A45Q-01,HNSC,7.2262115597,5.00399435024617
2774,TCGA-CV-A45R-01,HNSC,2.1240684687,5.93892538207048
2775,TCGA-CV-A45T-01,HNSC,0.2551403119,6.74315093904904
2776,TCGA-CV-A45U-01,HNSC,4.9437165363,8.07225659450147
2777,TCGA-CV-A45V-01,HNSC,2.7178715255,6.35244363963425
2778,TCGA-CV-A45W-01,HNSC,15.440838122,6.18960351473876
2779,TCGA-CV-A45X-01,HNSC,2.5445425197,7.12361376345316
2780,TCGA-CV-A45Y-01,HNSC,1.6721949631,6.67558073064005
2781,TCGA-CV-A45Z-01,HNSC,18.523939171,7.26855322598878
2782,TCGA-CV-A460-01,HNSC,1.8495346302,6.91811636354755
2783,TCGA-CV-A461-01,HNSC,14.32213947,7.11611008184125
2784,TCGA-CV-A463-01,HNSC,5.1920200136,6.77278369527446
2785,TCGA-CV-A464-01,HNSC,0.5158210335,6.80511418619914
2786,TCGA-CV-A465-01,HNSC,0.8241507546,6.42050087676292
2787,TCGA-CV-A468-01,HNSC,8.9817446887,6.37269359222841
2788,TCGA-CV-A6JD-01,HNSC,2.2386702958,7.03722895943036
2789,TCGA-CV-A6JE-01,HNSC,3.456281896,6.30318162602666
2790,TCGA-CV-A6JM-01,HNSC,6.3826287565,6.25854924560254
2791,TCGA-CV-A6JN-01,HNSC,1.9755011905,6.15570142510301
2792,TCGA-CV-A6JO-01,HNSC,1.8164197845,7.44954834973359
2793,TCGA-CV-A6JT-01,HNSC,1.3277412805,5.92056948035793
2794,TCGA-CV-A6JU-01,HNSC,3.2297927357,6.9235523896254
2795,TCGA-CV-A6JY-01,HNSC,2.3847625386,5.71693431586466
2796,TCGA-CV-A6JZ-01,HNSC,2.4979154161,7.59230742999647
2797,TCGA-CV-A6K0-01,HNSC,0.3317739555,6.6802183585281
2798,TCGA-CV-A6K1-01,HNSC,13.060542721,6.41146540274861
2799,TCGA-CV-A6K2-01,HNSC,16.32765051,6.53996918396513
2800,TCGA-CX-7085-01,HNSC,2.9132511589,5.55354074560753
2801,TCGA-CX-7086-01,HNSC,6.251024582,7.19311608371719
2802,TCGA-CX-7219-01,HNSC,2.7605940485,7.12404347610457
2803,TCGA-CX-A4AQ-01,HNSC,2.4966695469,7.14430418173453
2804,TCGA-D6-6515-01,HNSC,1.0358209985,6.82153069625507
2805,TCGA-D6-6516-01,HNSC,43.682534752,6.00628367349315
2806,TCGA-D6-6517-01,HNSC,1.7639389822,6.4981570699412
2807,TCGA-D6-6823-01,HNSC,2.8084101966,7.45575693826081
2808,TCGA-D6-6824-01,HNSC,1.1632875054,6.50428014277473
2809,TCGA-D6-6825-01,HNSC,1.7548900457,6.82336473784398
2810,TCGA-D6-6826-01,HNSC,2.5542589952,7.49543967683351
2811,TCGA-D6-6827-01,HNSC,0.3245873469,7.92328561997685
2812,TCGA-D6-8568-01,HNSC,2.6251153992,6.61783759052037
2813,TCGA-D6-8569-01,HNSC,3.2145871714,7.50832593083423
2814,TCGA-D6-A4Z9-01,HNSC,2.2508090983,7.018260606364
2815,TCGA-D6-A4ZB-01,HNSC,4.5071819979,6.3570325170566
2816,TCGA-D6-A6EK-01,HNSC,4.4693063681,6.01549818381488
2817,TCGA-D6-A6EM-01,HNSC,2.5137709978,7.64026079849119
2818,TCGA-D6-A6EN-01,HNSC,2.448347796,6.90410197255507
2819,TCGA-D6-A6EO-01,HNSC,2.1207851347,7.47247189493887
2820,TCGA-D6-A6EP-01,HNSC,3.0365136254,7.02991672685541
2821,TCGA-D6-A6EQ-01,HNSC,2.2087734425,6.03892047164918
2822,TCGA-D6-A6ES-01,HNSC,4.9017892764,5.4670882919547
2823,TCGA-D6-A74Q-01,HNSC,10.397908992,7.02024794695257
2824,TCGA-DQ-5624-01,HNSC,2.0254000657,6.48236528505855
2825,TCGA-DQ-5625-01,HNSC,4.7148644471,6.59924217413252
2826,TCGA-DQ-5629-01,HNSC,8.1900831293,7.23019145171593
2827,TCGA-DQ-5630-01,HNSC,1.6240433536,6.92677839730648
2828,TCGA-DQ-5631-01,HNSC,2.1517207797,7.60576383419165
2829,TCGA-DQ-7588-01,HNSC,2.7525289318,7.28370451285849
2830,TCGA-DQ-7591-01,HNSC,0.9658418803,7.38425446275322
2831,TCGA-DQ-7592-01,HNSC,1.8672707827,7.57892992141733
2832,TCGA-F7-7848-01,HNSC,8.0992840233,7.09172210189945
2833,TCGA-F7-8298-01,HNSC,2.3574656841,7.46948359719674
2834,TCGA-F7-8489-01,HNSC,3.3233229405,6.65654718883582
2835,TCGA-F7-A50G-01,HNSC,2.3814617378,6.52306443461285
2836,TCGA-F7-A50I-01,HNSC,3.6994617195,6.62320562617201
2837,TCGA-F7-A50J-01,HNSC,3.9415048225,6.35930261472347
2838,TCGA-F7-A61S-01,HNSC,2.5632557636,7.08277857232269
2839,TCGA-F7-A61V-01,HNSC,2.6884999847,7.15675998240385
2840,TCGA-F7-A61W-01,HNSC,1.5662973475,7.56026970063366
2841,TCGA-F7-A620-01,HNSC,1.2762710238,7.33524682294535
2842,TCGA-F7-A622-01,HNSC,1.4934986248,6.79068792879117
2843,TCGA-F7-A623-01,HNSC,4.4640738727,6.83256493699645
2844,TCGA-F7-A624-01,HNSC,74.557932763,7.4243147589838
2845,TCGA-H7-7774-01,HNSC,3.7532093373,5.34142519121613
2846,TCGA-H7-8501-01,HNSC,3.9024209542,8.13618400753725
2847,TCGA-H7-8502-01,HNSC,0,7.27298053428099
