Cancer,ACC,BLCA,BRCA,CESC*,CHOL*,COAD**,DLBC*,ESCA,GBM,HNSC**,KICH,KIRC*,KIRP,LAML,LGG,LIHC*,LUAD,LUSC*,MESO,OV,PAAD,PCPG,PRAD,READ***,SARC**,SKCM,STAD***,TGCT,THCA,THYM,UCEC***,UCS,UVM
cor,0.045,0.089,0.044,-0.109,0.352,0.154,-0.354,-0.053,-0.011,0.123,0.018,0.115,0.085,0.074,-0.081,0.101,-0.041,0.099,0.203,-0.001,0,0.052,0.048,0.436,0.203,0.064,0.242,-0.069,0.029,-0.035,0.216,0.08,0.057
